年,週,年齡別,縣市,急性腹瀉急診就診人次
2007,09,7-12,新竹市,46
2007,09,7-12,新竹縣,9
2007,09,7-12,花蓮縣,4
2007,09,7-12,苗栗縣,13
2007,09,7-12,高雄市,63
2007,09,7-12,台北市,71
2007,09,7-12,台中市,44
2007,09,7-12,台南市,29
2007,09,7-12,台東縣,3
2007,09,7-12,雲林縣,12
2007,09,7-12,基隆市,6
2007,10,0-6,嘉義市,16
2007,10,0-6,嘉義縣,9
2007,10,0-6,桃園市,101
2007,10,0-6,屏東縣,44
2007,10,0-6,南投縣,23
2007,10,0-6,彰化縣,5
2007,10,0-6,宜蘭縣,25
2007,10,0-6,新北市,102
2007,10,0-6,新竹市,97
2007,10,0-6,新竹縣,18
2007,10,0-6,花蓮縣,5
2007,10,0-6,苗栗縣,16
2007,10,0-6,高雄市,147
2007,10,0-6,台北市,209
2007,10,0-6,台中市,140
2007,10,0-6,台南市,39
2007,10,0-6,台東縣,7
2007,10,0-6,雲林縣,38
2007,10,0-6,基隆市,18
2007,10,13-18,嘉義市,3
2007,10,13-18,嘉義縣,2
2007,10,13-18,桃園市,23
2007,10,13-18,屏東縣,15
2007,10,13-18,南投縣,7
2007,10,13-18,彰化縣,3
2007,10,13-18,宜蘭縣,5
2007,10,13-18,新北市,29
2007,10,13-18,新竹市,15
2007,10,13-18,新竹縣,6
2007,10,13-18,花蓮縣,2
2007,10,13-18,苗栗縣,10
2007,10,13-18,高雄市,30
2007,10,13-18,台北市,34
2007,10,13-18,台中市,24
2007,10,13-18,台南市,11
2007,10,13-18,台東縣,5
2007,10,13-18,雲林縣,3
2007,10,13-18,基隆市,8
2007,10,19-64,嘉義市,25
2007,10,19-64,嘉義縣,30
2007,10,19-64,桃園市,205
2007,10,19-64,屏東縣,82
2007,10,19-64,南投縣,65
2007,10,19-64,彰化縣,14
2007,10,19-64,宜蘭縣,60
2007,10,19-64,新北市,300
2007,10,19-64,新竹市,169
2007,10,19-64,新竹縣,64
2007,10,19-64,花蓮縣,27
2007,10,19-64,苗栗縣,62
2007,10,19-64,高雄市,350
2007,10,19-64,台北市,397
2007,10,19-64,台中市,270
2007,10,19-64,台南市,146
2007,10,19-64,台東縣,20
2007,10,19-64,雲林縣,37
2007,10,19-64,基隆市,43
2007,10,65+,嘉義市,7
2007,10,65+,嘉義縣,4
2007,10,65+,桃園市,34
2007,10,65+,屏東縣,20
2007,10,65+,南投縣,15
2007,10,65+,彰化縣,2
2007,10,65+,宜蘭縣,17
2007,10,65+,新北市,39
2007,10,65+,新竹市,29
2007,10,65+,新竹縣,10
2007,10,65+,花蓮縣,5
2007,10,65+,苗栗縣,11
2007,10,65+,高雄市,71
2007,10,65+,台北市,74
2007,10,65+,台中市,49
2007,10,65+,台南市,17
2007,10,65+,台東縣,3
2007,10,65+,雲林縣,14
2007,10,65+,基隆市,3
2007,10,7-12,嘉義市,7
2007,10,7-12,嘉義縣,2
2007,10,7-12,桃園市,23
2007,10,7-12,屏東縣,6
2007,10,7-12,南投縣,14
2007,10,7-12,彰化縣,1
2007,10,7-12,宜蘭縣,8
2007,10,7-12,新北市,32
2007,10,7-12,新竹市,14
2007,10,7-12,新竹縣,4
2007,10,7-12,苗栗縣,9
2007,10,7-12,高雄市,55
2007,10,7-12,台北市,42
2007,10,7-12,台中市,25
2007,10,7-12,台南市,8
2007,10,7-12,台東縣,3
2007,10,7-12,雲林縣,6
2007,10,7-12,基隆市,4
2007,11,0-6,嘉義市,5
2007,11,0-6,嘉義縣,10
2007,11,0-6,桃園市,59
2007,11,0-6,屏東縣,27
2007,11,0-6,南投縣,34
2007,11,0-6,彰化縣,5
2007,11,0-6,宜蘭縣,22
2007,11,0-6,新北市,126
2007,11,0-6,新竹市,60
2007,11,0-6,新竹縣,13
2007,11,0-6,花蓮縣,4
2007,11,0-6,苗栗縣,24
2007,11,0-6,高雄市,181
2007,11,0-6,台北市,159
2007,11,0-6,台中市,132
2007,11,0-6,台南市,60
2007,11,0-6,台東縣,14
2007,11,0-6,雲林縣,24
2007,11,0-6,基隆市,2
2007,11,13-18,嘉義市,1
2007,11,13-18,嘉義縣,2
2007,11,13-18,桃園市,24
2007,11,13-18,屏東縣,17
2007,11,13-18,南投縣,10
2007,11,13-18,宜蘭縣,15
2007,11,13-18,新北市,27
2007,11,13-18,新竹市,11
2007,11,13-18,新竹縣,8
2007,11,13-18,花蓮縣,3
2007,11,13-18,苗栗縣,12
2007,11,13-18,高雄市,46
2007,11,13-18,台北市,30
2007,11,13-18,台中市,34
2007,11,13-18,台南市,21
2007,11,13-18,台東縣,1
2007,11,13-18,雲林縣,2
2007,11,13-18,基隆市,4
2007,11,19-64,嘉義市,16
2007,11,19-64,嘉義縣,27
2007,11,19-64,桃園市,201
2007,11,19-64,屏東縣,74
2007,11,19-64,南投縣,55
2007,11,19-64,彰化縣,10
2007,11,19-64,宜蘭縣,60
2007,11,19-64,新北市,285
2007,11,19-64,新竹市,147
2007,11,19-64,新竹縣,60
2007,11,19-64,花蓮縣,18
2007,11,19-64,苗栗縣,64
2007,11,19-64,高雄市,334
2007,11,19-64,台北市,283
2007,11,19-64,台中市,283
2007,11,19-64,台南市,142
2007,11,19-64,台東縣,13
2007,11,19-64,雲林縣,47
2007,11,19-64,基隆市,12
2007,11,65+,嘉義市,6
2007,11,65+,嘉義縣,5
2007,11,65+,桃園市,30
2007,11,65+,屏東縣,17
2007,11,65+,南投縣,16
2007,11,65+,彰化縣,2
2007,11,65+,宜蘭縣,12
2007,11,65+,新北市,37
2007,11,65+,新竹市,13
2007,11,65+,新竹縣,8
2007,11,65+,花蓮縣,4
2007,11,65+,苗栗縣,12
2007,11,65+,高雄市,65
2007,11,65+,台北市,64
2007,11,65+,台中市,35
2007,11,65+,台南市,20
2007,11,65+,台東縣,2
2007,11,65+,雲林縣,16
2007,11,7-12,嘉義市,2
2007,11,7-12,嘉義縣,1
2007,11,7-12,桃園市,17
2007,11,7-12,屏東縣,5
2007,11,7-12,南投縣,6
2007,11,7-12,宜蘭縣,4
2007,11,7-12,新北市,26
2007,11,7-12,新竹市,9
2007,11,7-12,新竹縣,2
2007,11,7-12,花蓮縣,4
2007,11,7-12,苗栗縣,4
2007,11,7-12,高雄市,40
2007,11,7-12,台北市,40
2007,11,7-12,台中市,17
2007,11,7-12,台南市,7
2007,11,7-12,台東縣,2
2007,11,7-12,雲林縣,3
2007,12,0-6,嘉義市,11
2007,12,0-6,嘉義縣,6
2007,12,0-6,桃園市,74
2007,12,0-6,屏東縣,26
2007,12,0-6,南投縣,28
2007,12,0-6,彰化縣,12
2007,12,0-6,宜蘭縣,25
2007,12,0-6,新北市,89
2007,12,0-6,新竹市,82
2007,12,0-6,新竹縣,11
2007,12,0-6,花蓮縣,6
2007,12,0-6,苗栗縣,22
2007,12,0-6,高雄市,109
2007,12,0-6,台北市,181
2007,12,0-6,台中市,89
2007,12,0-6,台南市,64
2007,12,0-6,台東縣,13
2007,12,0-6,雲林縣,20
2007,12,0-6,基隆市,12
2007,12,13-18,嘉義市,4
2007,12,13-18,嘉義縣,4
2007,12,13-18,桃園市,19
2007,12,13-18,屏東縣,6
2007,12,13-18,南投縣,8
2007,12,13-18,彰化縣,1
2007,12,13-18,宜蘭縣,6
2007,12,13-18,新北市,29
2007,12,13-18,新竹市,21
2007,12,13-18,新竹縣,8
2007,12,13-18,花蓮縣,2
2007,12,13-18,苗栗縣,7
2007,12,13-18,高雄市,33
2007,12,13-18,台北市,30
2007,12,13-18,台中市,18
2007,12,13-18,台南市,12
2007,12,13-18,台東縣,1
2007,12,13-18,雲林縣,7
2007,12,13-18,基隆市,2
2007,12,19-64,嘉義市,23
2007,12,19-64,嘉義縣,20
2007,12,19-64,桃園市,183
2007,12,19-64,屏東縣,47
2007,12,19-64,南投縣,49
2007,12,19-64,彰化縣,21
2007,12,19-64,宜蘭縣,42
2007,12,19-64,新北市,251
2007,12,19-64,新竹市,180
2007,12,19-64,新竹縣,64
2007,12,19-64,花蓮縣,22
2007,12,19-64,苗栗縣,55
2007,12,19-64,高雄市,300
2007,12,19-64,台北市,352
2007,12,19-64,台中市,209
2007,12,19-64,台南市,122
2007,12,19-64,台東縣,22
2007,12,19-64,雲林縣,50
2007,12,19-64,基隆市,15
2007,12,65+,嘉義市,3
2007,12,65+,嘉義縣,5
2007,12,65+,桃園市,33
2007,12,65+,屏東縣,6
2007,12,65+,南投縣,15
2007,12,65+,彰化縣,5
2007,12,65+,宜蘭縣,9
2007,12,65+,新北市,30
2007,12,65+,新竹市,22
2007,12,65+,新竹縣,7
2007,12,65+,花蓮縣,2
2007,12,65+,苗栗縣,11
2007,12,65+,高雄市,36
2007,12,65+,台北市,63
2007,12,65+,台中市,34
2007,12,65+,台南市,20
2007,12,65+,台東縣,8
2007,12,65+,雲林縣,6
2007,12,65+,基隆市,5
2007,12,7-12,嘉義市,7
2007,12,7-12,嘉義縣,1
2007,12,7-12,桃園市,12
2007,12,7-12,屏東縣,6
2007,12,7-12,南投縣,2
2007,12,7-12,宜蘭縣,8
2007,12,7-12,新北市,18
2007,12,7-12,新竹市,5
2007,12,7-12,新竹縣,3
2007,12,7-12,花蓮縣,3
2007,12,7-12,苗栗縣,7
2007,12,7-12,高雄市,29
2007,12,7-12,台北市,34
2007,12,7-12,台中市,18
2007,12,7-12,台南市,6
2007,12,7-12,台東縣,4
2007,12,7-12,雲林縣,6
2007,13,0-6,嘉義市,19
2007,13,0-6,嘉義縣,11
2007,13,0-6,桃園市,115
2007,13,0-6,屏東縣,42
2007,13,0-6,南投縣,19
2007,13,0-6,彰化縣,7
2007,13,0-6,宜蘭縣,38
2007,13,0-6,新北市,121
2007,13,0-6,新竹市,102
2007,13,0-6,新竹縣,20
2007,13,0-6,花蓮縣,8
2007,13,0-6,苗栗縣,9
2007,13,0-6,高雄市,180
2007,13,0-6,台北市,223
2007,13,0-6,台中市,102
2007,13,0-6,台南市,89
2007,13,0-6,台東縣,16
2007,13,0-6,雲林縣,24
2007,13,0-6,基隆市,20
2007,13,13-18,嘉義市,5
2007,13,13-18,嘉義縣,6
2007,13,13-18,桃園市,24
2007,13,13-18,屏東縣,13
2007,13,13-18,南投縣,10
2007,13,13-18,彰化縣,5
2007,13,13-18,宜蘭縣,8
2007,13,13-18,新北市,29
2007,13,13-18,新竹市,17
2007,13,13-18,新竹縣,10
2007,13,13-18,花蓮縣,3
2007,13,13-18,苗栗縣,10
2007,13,13-18,高雄市,49
2007,13,13-18,台北市,39
2007,13,13-18,台中市,30
2007,13,13-18,台南市,16
2007,13,13-18,台東縣,2
2007,13,13-18,雲林縣,6
2007,13,13-18,基隆市,2
2007,13,19-64,嘉義市,58
2007,13,19-64,嘉義縣,57
2007,13,19-64,桃園市,183
2007,13,19-64,屏東縣,88
2007,13,19-64,南投縣,59
2007,13,19-64,彰化縣,33
2007,13,19-64,宜蘭縣,59
2007,13,19-64,新北市,258
2007,13,19-64,新竹市,164
2007,13,19-64,新竹縣,78
2007,13,19-64,花蓮縣,24
2007,13,19-64,苗栗縣,53
2007,13,19-64,高雄市,436
2007,13,19-64,台北市,402
2007,13,19-64,台中市,305
2007,13,19-64,台南市,184
2007,13,19-64,台東縣,16
2007,13,19-64,雲林縣,52
2007,13,19-64,基隆市,26
2007,13,65+,嘉義市,13
2007,13,65+,嘉義縣,13
2007,13,65+,桃園市,40
2007,13,65+,屏東縣,27
2007,13,65+,南投縣,18
2007,13,65+,彰化縣,5
2007,13,65+,宜蘭縣,19
2007,13,65+,新北市,28
2007,13,65+,新竹市,17
2007,13,65+,新竹縣,8
2007,13,65+,花蓮縣,6
2007,13,65+,苗栗縣,9
2007,13,65+,高雄市,60
2007,13,65+,台北市,66
2007,13,65+,台中市,35
2007,13,65+,台南市,46
2007,13,65+,台東縣,4
2007,13,65+,雲林縣,8
2007,13,65+,基隆市,11
2007,13,7-12,嘉義市,8
2007,13,7-12,嘉義縣,2
2007,13,7-12,桃園市,21
2007,13,7-12,屏東縣,3
2007,13,7-12,南投縣,6
2007,13,7-12,彰化縣,1
2007,13,7-12,宜蘭縣,8
2007,13,7-12,新北市,23
2007,13,7-12,新竹市,18
2007,13,7-12,新竹縣,5
2007,13,7-12,花蓮縣,2
2007,13,7-12,苗栗縣,5
2007,13,7-12,高雄市,35
2007,13,7-12,台北市,69
2007,13,7-12,台中市,28
2007,13,7-12,台南市,15
2007,13,7-12,台東縣,3
2007,13,7-12,雲林縣,4
2007,13,7-12,基隆市,4
2007,14,0-6,嘉義市,20
2007,14,0-6,嘉義縣,19
2007,14,0-6,桃園市,105
2007,14,0-6,屏東縣,44
2007,14,0-6,南投縣,10
2007,14,0-6,彰化縣,8
2007,14,0-6,宜蘭縣,35
2007,14,0-6,新北市,103
2007,14,0-6,新竹市,94
2007,14,0-6,新竹縣,18
2007,14,0-6,花蓮縣,6
2007,14,0-6,苗栗縣,12
2007,14,0-6,高雄市,176
2007,14,0-6,台北市,276
2007,14,0-6,台中市,94
2007,14,0-6,台南市,74
2007,14,0-6,台東縣,17
2007,14,0-6,雲林縣,26
2007,14,0-6,基隆市,15
2007,14,13-18,嘉義市,6
2007,14,13-18,嘉義縣,1
2007,14,13-18,桃園市,13
2007,14,13-18,屏東縣,9
2007,14,13-18,南投縣,10
2007,14,13-18,彰化縣,1
2007,14,13-18,宜蘭縣,4
2007,14,13-18,新北市,36
2007,14,13-18,新竹市,19
2007,14,13-18,新竹縣,9
2007,14,13-18,花蓮縣,1
2007,14,13-18,苗栗縣,6
2007,14,13-18,高雄市,43
2007,14,13-18,台北市,43
2007,14,13-18,台中市,29
2007,14,13-18,台南市,15
2007,14,13-18,台東縣,1
2007,14,13-18,雲林縣,5
2007,14,13-18,基隆市,4
2007,14,19-64,嘉義市,102
2007,14,19-64,嘉義縣,40
2007,14,19-64,桃園市,226
2007,14,19-64,屏東縣,126
2007,14,19-64,南投縣,79
2007,14,19-64,彰化縣,17
2007,14,19-64,宜蘭縣,48
2007,14,19-64,新北市,255
2007,14,19-64,新竹市,173
2007,14,19-64,新竹縣,60
2007,14,19-64,花蓮縣,18
2007,14,19-64,苗栗縣,56
2007,14,19-64,高雄市,485
2007,14,19-64,台北市,391
2007,14,19-64,台中市,249
2007,14,19-64,台南市,200
2007,14,19-64,台東縣,18
2007,14,19-64,雲林縣,51
2007,14,19-64,基隆市,37
2007,14,65+,嘉義市,11
2007,14,65+,嘉義縣,16
2007,14,65+,桃園市,35
2007,14,65+,屏東縣,43
2007,14,65+,南投縣,20
2007,14,65+,彰化縣,3
2007,14,65+,宜蘭縣,7
2007,14,65+,新北市,30
2007,14,65+,新竹市,19
2007,14,65+,新竹縣,13
2007,14,65+,花蓮縣,10
2007,14,65+,苗栗縣,13
2007,14,65+,高雄市,74
2007,14,65+,台北市,69
2007,14,65+,台中市,32
2007,14,65+,台南市,33
2007,14,65+,台東縣,5
2007,14,65+,雲林縣,6
2007,14,65+,基隆市,4
2007,14,7-12,嘉義市,3
2007,14,7-12,嘉義縣,4
2007,14,7-12,桃園市,19
2007,14,7-12,屏東縣,12
2007,14,7-12,南投縣,5
2007,14,7-12,彰化縣,1
2007,14,7-12,宜蘭縣,5
2007,14,7-12,新北市,21
2007,14,7-12,新竹市,20
2007,14,7-12,新竹縣,7
2007,14,7-12,花蓮縣,3
2007,14,7-12,苗栗縣,1
2007,14,7-12,高雄市,54
2007,14,7-12,台北市,43
2007,14,7-12,台中市,14
2007,14,7-12,台南市,14
2007,14,7-12,台東縣,4
2007,14,7-12,雲林縣,6
2007,14,7-12,基隆市,6
2007,15,0-6,嘉義市,30
2007,15,0-6,嘉義縣,30
2007,15,0-6,桃園市,86
2007,15,0-6,屏東縣,34
2007,15,0-6,南投縣,5
2007,15,0-6,彰化縣,5
2007,15,0-6,宜蘭縣,27
2007,15,0-6,新北市,71
2007,15,0-6,新竹市,90
2007,15,0-6,新竹縣,17
2007,15,0-6,花蓮縣,8
2007,15,0-6,苗栗縣,13
2007,15,0-6,高雄市,161
2007,15,0-6,台北市,198
2007,15,0-6,台中市,116
2007,15,0-6,台南市,80
2007,15,0-6,台東縣,11
2007,15,0-6,雲林縣,10
2007,15,0-6,基隆市,22
2007,15,13-18,嘉義市,9
2007,15,13-18,嘉義縣,8
2007,15,13-18,桃園市,21
2007,15,13-18,屏東縣,12
2007,15,13-18,南投縣,10
2007,15,13-18,彰化縣,1
2007,15,13-18,宜蘭縣,9
2007,15,13-18,新北市,27
2007,15,13-18,新竹市,21
2007,15,13-18,新竹縣,9
2007,15,13-18,花蓮縣,2
2007,15,13-18,苗栗縣,4
2007,15,13-18,高雄市,43
2007,15,13-18,台北市,38
2007,15,13-18,台中市,41
2007,15,13-18,台南市,28
2007,15,13-18,雲林縣,8
2007,15,13-18,基隆市,9
2007,15,19-64,嘉義市,67
2007,15,19-64,嘉義縣,38
2007,15,19-64,桃園市,185
2007,15,19-64,屏東縣,102
2007,15,19-64,南投縣,66
2007,15,19-64,彰化縣,35
2007,15,19-64,宜蘭縣,52
2007,15,19-64,新北市,213
2007,15,19-64,新竹市,177
2007,15,19-64,新竹縣,58
2007,15,19-64,花蓮縣,12
2007,15,19-64,苗栗縣,46
2007,15,19-64,高雄市,403
2007,15,19-64,台北市,391
2007,15,19-64,台中市,284
2007,15,19-64,台南市,189
2007,15,19-64,台東縣,16
2007,15,19-64,雲林縣,41
2007,15,19-64,基隆市,35
2007,15,65+,嘉義市,10
2007,15,65+,嘉義縣,11
2007,15,65+,桃園市,28
2007,15,65+,屏東縣,25
2007,15,65+,南投縣,15
2007,15,65+,彰化縣,9
2007,15,65+,宜蘭縣,11
2007,15,65+,新北市,31
2007,15,65+,新竹市,24
2007,15,65+,新竹縣,5
2007,15,65+,花蓮縣,2
2007,15,65+,苗栗縣,11
2007,15,65+,高雄市,76
2007,15,65+,台北市,74
2007,15,65+,台中市,34
2007,15,65+,台南市,50
2007,15,65+,台東縣,3
2007,15,65+,雲林縣,10
2007,15,65+,基隆市,6
2007,15,7-12,嘉義市,5
2007,15,7-12,嘉義縣,3
2007,15,7-12,桃園市,12
2007,15,7-12,屏東縣,9
2007,15,7-12,南投縣,2
2007,15,7-12,彰化縣,3
2007,15,7-12,宜蘭縣,5
2007,15,7-12,新北市,15
2007,15,7-12,新竹市,19
2007,15,7-12,新竹縣,2
2007,15,7-12,花蓮縣,2
2007,15,7-12,苗栗縣,5
2007,15,7-12,高雄市,52
2007,15,7-12,台北市,53
2007,15,7-12,台中市,30
2007,15,7-12,台南市,27
2007,15,7-12,台東縣,4
2007,15,7-12,雲林縣,5
2007,15,7-12,基隆市,11
2007,16,0-6,嘉義市,24
2007,16,0-6,嘉義縣,22
2007,16,0-6,桃園市,87
2007,16,0-6,屏東縣,24
2007,16,0-6,南投縣,9
2007,16,0-6,彰化縣,9
2007,16,0-6,澎湖縣,5
2007,16,0-6,宜蘭縣,41
2007,16,0-6,新北市,111
2007,16,0-6,新竹市,86
2007,16,0-6,新竹縣,11
2007,16,0-6,花蓮縣,5
2007,16,0-6,苗栗縣,14
2007,16,0-6,高雄市,146
2007,16,0-6,台北市,199
2007,16,0-6,台中市,91
2007,16,0-6,台南市,65
2007,16,0-6,台東縣,11
2007,16,0-6,雲林縣,18
2007,16,0-6,基隆市,18
2007,16,13-18,嘉義市,5
2007,16,13-18,嘉義縣,5
2007,16,13-18,桃園市,19
2007,16,13-18,屏東縣,10
2007,16,13-18,南投縣,5
2007,16,13-18,彰化縣,1
2007,16,13-18,澎湖縣,2
2007,16,13-18,宜蘭縣,8
2007,16,13-18,新北市,14
2007,16,13-18,新竹市,22
2007,16,13-18,新竹縣,4
2007,16,13-18,花蓮縣,2
2007,16,13-18,苗栗縣,4
2007,16,13-18,高雄市,31
2007,16,13-18,台北市,37
2007,16,13-18,台中市,16
2007,16,13-18,台南市,13
2007,16,13-18,台東縣,10
2007,16,13-18,雲林縣,3
2007,16,13-18,基隆市,2
2007,16,19-64,嘉義市,59
2007,16,19-64,嘉義縣,37
2007,16,19-64,桃園市,182
2007,16,19-64,屏東縣,105
2007,16,19-64,南投縣,51
2007,16,19-64,彰化縣,30
2007,16,19-64,澎湖縣,11
2007,16,19-64,宜蘭縣,75
2007,16,19-64,新北市,223
2007,16,19-64,新竹市,133
2007,16,19-64,新竹縣,58
2007,16,19-64,花蓮縣,20
2007,16,19-64,苗栗縣,55
2007,16,19-64,高雄市,337
2007,16,19-64,台北市,349
2007,16,19-64,台中市,287
2007,16,19-64,台南市,173
2007,16,19-64,台東縣,21
2007,16,19-64,雲林縣,36
2007,16,19-64,基隆市,42
2007,16,65+,嘉義市,12
2007,16,65+,嘉義縣,9
2007,16,65+,桃園市,30
2007,16,65+,屏東縣,15
2007,16,65+,南投縣,18
2007,16,65+,彰化縣,5
2007,16,65+,澎湖縣,1
2007,16,65+,宜蘭縣,13
2007,16,65+,新北市,48
2007,16,65+,新竹市,25
2007,16,65+,新竹縣,9
2007,16,65+,花蓮縣,2
2007,16,65+,苗栗縣,11
2007,16,65+,高雄市,53
2007,16,65+,台北市,65
2007,16,65+,台中市,41
2007,16,65+,台南市,37
2007,16,65+,台東縣,6
2007,16,65+,雲林縣,6
2007,16,65+,基隆市,9
2007,16,7-12,嘉義市,4
2007,16,7-12,嘉義縣,2
2007,16,7-12,桃園市,12
2007,16,7-12,屏東縣,14
2007,16,7-12,南投縣,3
2007,16,7-12,彰化縣,1
2007,16,7-12,澎湖縣,5
2007,16,7-12,宜蘭縣,6
2007,16,7-12,新北市,31
2007,16,7-12,新竹市,9
2007,16,7-12,新竹縣,7
2007,16,7-12,花蓮縣,2
2007,16,7-12,苗栗縣,4
2007,16,7-12,高雄市,31
2007,16,7-12,台北市,45
2007,16,7-12,台中市,15
2007,16,7-12,台南市,16
2007,16,7-12,台東縣,3
2007,16,7-12,基隆市,6
2007,17,0-6,嘉義市,34
2007,17,0-6,嘉義縣,13
2007,17,0-6,桃園市,86
2007,17,0-6,屏東縣,29
2007,17,0-6,南投縣,13
2007,17,0-6,彰化縣,9
2007,17,0-6,澎湖縣,9
2007,17,0-6,宜蘭縣,30
2007,17,0-6,新北市,124
2007,17,0-6,新竹市,94
2007,17,0-6,新竹縣,15
2007,17,0-6,花蓮縣,8
2007,17,0-6,苗栗縣,15
2007,17,0-6,高雄市,173
2007,17,0-6,台北市,190
2007,17,0-6,台中市,93
2007,17,0-6,台南市,76
2007,17,0-6,台東縣,7
2007,17,0-6,雲林縣,16
2007,17,0-6,基隆市,9
2007,17,13-18,嘉義市,9
2007,17,13-18,嘉義縣,7
2007,17,13-18,桃園市,23
2007,17,13-18,屏東縣,16
2007,17,13-18,南投縣,9
2007,17,13-18,彰化縣,4
2007,17,13-18,澎湖縣,3
2007,17,13-18,宜蘭縣,9
2007,17,13-18,新北市,27
2007,17,13-18,新竹市,12
2007,17,13-18,新竹縣,9
2007,17,13-18,花蓮縣,1
2007,17,13-18,苗栗縣,6
2007,17,13-18,高雄市,42
2007,17,13-18,台北市,44
2007,17,13-18,台中市,23
2007,17,13-18,台南市,16
2007,17,13-18,台東縣,1
2007,17,13-18,雲林縣,5
2007,17,13-18,基隆市,6
2007,17,19-64,嘉義市,61
2007,17,19-64,嘉義縣,37
2007,17,19-64,桃園市,175
2007,17,19-64,屏東縣,104
2007,17,19-64,南投縣,49
2007,17,19-64,彰化縣,27
2007,17,19-64,澎湖縣,17
2007,17,19-64,宜蘭縣,56
2007,17,19-64,新北市,256
2007,17,19-64,新竹市,120
2007,17,19-64,新竹縣,64
2007,17,19-64,花蓮縣,17
2007,17,19-64,苗栗縣,54
2007,17,19-64,高雄市,400
2007,17,19-64,台北市,385
2007,17,19-64,台中市,234
2007,17,19-64,台南市,180
2007,17,19-64,台東縣,11
2007,17,19-64,雲林縣,50
2007,17,19-64,基隆市,33
2007,17,65+,嘉義市,11
2007,17,65+,嘉義縣,10
2007,17,65+,桃園市,23
2007,17,65+,屏東縣,24
2007,17,65+,南投縣,12
2007,17,65+,彰化縣,5
2007,17,65+,澎湖縣,8
2007,17,65+,宜蘭縣,16
2007,17,65+,新北市,28
2007,17,65+,新竹市,20
2007,17,65+,新竹縣,10
2007,17,65+,花蓮縣,4
2007,17,65+,苗栗縣,8
2007,17,65+,高雄市,67
2007,17,65+,台北市,79
2007,17,65+,台中市,35
2007,17,65+,台南市,40
2007,17,65+,台東縣,3
2007,17,65+,雲林縣,5
2007,17,65+,基隆市,7
2007,17,7-12,嘉義市,3
2007,17,7-12,嘉義縣,4
2007,17,7-12,桃園市,6
2007,17,7-12,屏東縣,5
2007,17,7-12,南投縣,5
2007,17,7-12,澎湖縣,6
2007,17,7-12,宜蘭縣,8
2007,17,7-12,新北市,23
2007,17,7-12,新竹市,20
2007,17,7-12,新竹縣,4
2007,17,7-12,花蓮縣,2
2007,17,7-12,苗栗縣,4
2007,17,7-12,高雄市,43
2007,17,7-12,台北市,49
2007,17,7-12,台中市,17
2007,17,7-12,台南市,15
2007,17,7-12,台東縣,3
2007,17,7-12,雲林縣,2
2007,17,7-12,基隆市,5
2007,18,0-6,嘉義市,31
2007,18,0-6,嘉義縣,15
2007,18,0-6,桃園市,69
2007,18,0-6,屏東縣,35
2007,18,0-6,南投縣,11
2007,18,0-6,彰化縣,1
2007,18,0-6,澎湖縣,17
2007,18,0-6,宜蘭縣,29
2007,18,0-6,新北市,115
2007,18,0-6,新竹市,87
2007,18,0-6,新竹縣,11
2007,18,0-6,花蓮縣,5
2007,18,0-6,苗栗縣,12
2007,18,0-6,高雄市,134
2007,18,0-6,台北市,193
2007,18,0-6,台中市,87
2007,18,0-6,台南市,59
2007,18,0-6,台東縣,11
2007,18,0-6,雲林縣,24
2007,18,0-6,基隆市,12
2007,18,13-18,嘉義市,4
2007,18,13-18,嘉義縣,6
2007,18,13-18,桃園市,13
2007,18,13-18,屏東縣,14
2007,18,13-18,南投縣,4
2007,18,13-18,澎湖縣,1
2007,18,13-18,宜蘭縣,7
2007,18,13-18,新北市,20
2007,18,13-18,新竹市,13
2007,18,13-18,新竹縣,9
2007,18,13-18,花蓮縣,2
2007,18,13-18,苗栗縣,4
2007,18,13-18,高雄市,38
2007,18,13-18,台北市,30
2007,18,13-18,台中市,49
2007,18,13-18,台南市,14
2007,18,13-18,雲林縣,3
2007,18,13-18,基隆市,3
2007,18,19-64,嘉義市,46
2007,18,19-64,嘉義縣,26
2007,18,19-64,桃園市,162
2007,18,19-64,屏東縣,96
2007,18,19-64,南投縣,44
2007,18,19-64,彰化縣,10
2007,18,19-64,澎湖縣,21
2007,18,19-64,宜蘭縣,40
2007,18,19-64,新北市,250
2007,18,19-64,新竹市,128
2007,18,19-64,新竹縣,52
2007,18,19-64,花蓮縣,19
2007,18,19-64,苗栗縣,44
2007,18,19-64,高雄市,308
2007,18,19-64,台北市,303
2007,18,19-64,台中市,221
2007,18,19-64,台南市,154
2007,18,19-64,台東縣,7
2007,18,19-64,雲林縣,42
2007,18,19-64,基隆市,25
2007,18,65+,嘉義市,5
2007,18,65+,嘉義縣,8
2007,18,65+,桃園市,22
2007,18,65+,屏東縣,23
2007,18,65+,南投縣,8
2007,18,65+,澎湖縣,8
2007,18,65+,宜蘭縣,16
2007,18,65+,新北市,24
2007,18,65+,新竹市,22
2007,18,65+,新竹縣,8
2007,18,65+,花蓮縣,3
2007,18,65+,苗栗縣,10
2007,18,65+,高雄市,51
2007,18,65+,台北市,70
2007,18,65+,台中市,37
2007,18,65+,台南市,26
2007,18,65+,台東縣,4
2007,18,65+,雲林縣,7
2007,18,7-12,嘉義市,7
2007,18,7-12,嘉義縣,3
2007,18,7-12,桃園市,21
2007,18,7-12,屏東縣,5
2007,18,7-12,南投縣,2
2007,18,7-12,澎湖縣,3
2007,18,7-12,宜蘭縣,10
