確定病名,診斷年份,診斷週別,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
090,2020,21,新北市,F,0,40~44,1,65000
090,2020,21,新北市,F,0,60~64,1,65000
090,2020,21,新北市,F,0,70+,3,65000
090,2020,21,新北市,M,0,20~24,1,65000
090,2020,21,新北市,M,0,25~29,6,65000
090,2020,21,新北市,M,0,30~34,7,65000
090,2020,21,新北市,M,0,40~44,5,65000
090,2020,21,新北市,M,0,45~49,4,65000
090,2020,21,新北市,M,0,50~54,1,65000
090,2020,21,新北市,M,0,60~64,1,65000
090,2020,21,新北市,M,0,70+,3,65000
090,2020,21,台中市,F,0,25~29,1,66000
090,2020,21,台中市,F,0,45~49,1,66000
090,2020,21,台中市,F,0,50~54,1,66000
090,2020,21,台中市,F,0,65~69,1,66000
090,2020,21,台中市,F,0,70+,2,66000
090,2020,21,台中市,M,0,20~24,7,66000
090,2020,21,台中市,M,0,25~29,5,66000
090,2020,21,台中市,M,0,30~34,4,66000
090,2020,21,台中市,M,0,35~39,2,66000
090,2020,21,台中市,M,0,45~49,1,66000
090,2020,21,台中市,M,0,55~59,1,66000
090,2020,21,台中市,M,0,60~64,1,66000
090,2020,21,台中市,M,0,70+,1,66000
090,2020,21,台南市,F,0,25~29,1,67000
090,2020,21,台南市,F,0,70+,1,67000
090,2020,21,台南市,M,0,15~19,1,67000
090,2020,21,台南市,M,0,25~29,3,67000
090,2020,21,台南市,M,0,30~34,1,67000
090,2020,21,台南市,M,0,35~39,3,67000
090,2020,21,台南市,M,0,40~44,1,67000
090,2020,21,台南市,M,0,50~54,2,67000
090,2020,21,台南市,M,0,70+,1,67000
090,2020,21,桃園市,F,0,30~34,1,68000
090,2020,21,桃園市,F,0,35~39,1,68000
090,2020,21,桃園市,F,0,40~44,1,68000
090,2020,21,桃園市,F,0,70+,2,68000
090,2020,21,桃園市,M,0,25~29,4,68000
090,2020,21,桃園市,M,0,30~34,2,68000
090,2020,21,桃園市,M,0,35~39,3,68000
090,2020,21,桃園市,M,0,40~44,1,68000
090,2020,21,桃園市,M,0,45~49,3,68000
090,2020,21,桃園市,M,0,55~59,2,68000
090,2020,21,桃園市,M,0,70+,4,68000
090,2020,22,宜蘭縣,F,0,70+,1,10002
090,2020,22,宜蘭縣,M,0,70+,3,10002
090,2020,22,新竹縣,M,0,70+,1,10004
090,2020,22,苗栗縣,M,0,35~39,1,10005
090,2020,22,彰化縣,F,0,50~54,1,10007
090,2020,22,彰化縣,M,0,20~24,1,10007
090,2020,22,彰化縣,M,0,30~34,1,10007
090,2020,22,彰化縣,M,0,40~44,1,10007
090,2020,22,彰化縣,M,0,70+,3,10007
090,2020,22,南投縣,F,0,55~59,1,10008
090,2020,22,南投縣,M,0,20~24,1,10008
090,2020,22,南投縣,M,0,25~29,1,10008
090,2020,22,南投縣,M,0,30~34,1,10008
090,2020,22,南投縣,M,0,45~49,1,10008
090,2020,22,南投縣,M,0,70+,2,10008
090,2020,22,雲林縣,M,0,30~34,1,10009
090,2020,22,雲林縣,M,0,35~39,1,10009
090,2020,22,嘉義縣,F,0,70+,1,10010
090,2020,22,嘉義縣,M,0,30~34,1,10010
090,2020,22,屏東縣,M,0,35~39,1,10013
090,2020,22,屏東縣,M,0,60~64,1,10013
090,2020,22,屏東縣,M,0,70+,1,10013
090,2020,22,台東縣,F,0,50~54,1,10014
090,2020,22,台東縣,F,0,70+,1,10014
090,2020,22,台東縣,M,0,30~34,1,10014
090,2020,22,台東縣,M,0,65~69,1,10014
090,2020,22,花蓮縣,M,0,30~34,1,10015
090,2020,22,花蓮縣,M,0,35~39,1,10015
090,2020,22,基隆市,M,0,25~29,1,10017
090,2020,22,新竹市,M,0,30~34,3,10018
090,2020,22,新竹市,M,0,70+,1,10018
090,2020,22,嘉義市,F,0,55~59,1,10020
090,2020,22,嘉義市,M,0,70+,1,10020
090,2020,22,台北市,F,0,70+,3,63000
090,2020,22,台北市,M,0,20~24,4,63000
090,2020,22,台北市,M,0,25~29,8,63000
090,2020,22,台北市,M,0,30~34,5,63000
090,2020,22,台北市,M,0,35~39,5,63000
090,2020,22,台北市,M,0,40~44,2,63000
090,2020,22,台北市,M,0,55~59,1,63000
090,2020,22,台北市,M,0,65~69,1,63000
090,2020,22,高雄市,F,0,25~29,1,64000
090,2020,22,高雄市,F,0,70+,2,64000
090,2020,22,高雄市,M,0,20~24,1,64000
090,2020,22,高雄市,M,0,25~29,7,64000
090,2020,22,高雄市,M,0,30~34,12,64000
090,2020,22,高雄市,M,0,40~44,3,64000
090,2020,22,高雄市,M,0,45~49,1,64000
090,2020,22,高雄市,M,0,50~54,1,64000
090,2020,22,高雄市,M,0,60~64,1,64000
090,2020,22,高雄市,M,0,70+,1,64000
090,2020,22,新北市,F,0,20~24,1,65000
090,2020,22,新北市,F,0,70+,4,65000
090,2020,22,新北市,M,0,20~24,1,65000
090,2020,22,新北市,M,0,25~29,3,65000
090,2020,22,新北市,M,0,30~34,9,65000
090,2020,22,新北市,M,0,35~39,1,65000
090,2020,22,新北市,M,0,40~44,3,65000
090,2020,22,新北市,M,0,45~49,2,65000
090,2020,22,新北市,M,0,50~54,2,65000
090,2020,22,新北市,M,0,55~59,2,65000
090,2020,22,新北市,M,0,70+,5,65000
090,2020,22,台中市,F,0,30~34,1,66000
090,2020,22,台中市,F,0,45~49,1,66000
090,2020,22,台中市,F,0,70+,2,66000
090,2020,22,台中市,M,0,25~29,6,66000
090,2020,22,台中市,M,0,30~34,2,66000
090,2020,22,台中市,M,0,35~39,1,66000
090,2020,22,台中市,M,0,40~44,2,66000
090,2020,22,台南市,F,0,70+,4,67000
090,2020,22,台南市,M,0,20~24,1,67000
090,2020,22,台南市,M,0,25~29,1,67000
090,2020,22,台南市,M,0,35~39,1,67000
090,2020,22,台南市,M,0,40~44,2,67000
090,2020,22,台南市,M,0,45~49,1,67000
090,2020,22,台南市,M,0,70+,1,67000
090,2020,22,桃園市,F,0,30~34,1,68000
090,2020,22,桃園市,F,0,45~49,1,68000
090,2020,22,桃園市,F,0,55~59,1,68000
090,2020,22,桃園市,F,0,70+,2,68000
090,2020,22,桃園市,M,0,20~24,4,68000
090,2020,22,桃園市,M,0,25~29,4,68000
090,2020,22,桃園市,M,0,30~34,2,68000
090,2020,22,桃園市,M,0,40~44,3,68000
090,2020,22,桃園市,M,0,50~54,2,68000
090,2020,22,桃園市,M,0,55~59,1,68000
090,2020,22,桃園市,M,0,65~69,1,68000
090,2020,22,桃園市,M,0,70+,4,68000
090,2020,23,金門縣,M,0,20~24,1,09020
090,2020,23,新竹縣,M,0,45~49,1,10004
090,2020,23,苗栗縣,M,0,45~49,1,10005
090,2020,23,彰化縣,F,0,70+,1,10007
090,2020,23,彰化縣,M,0,30~34,1,10007
090,2020,23,彰化縣,M,0,45~49,1,10007
090,2020,23,彰化縣,M,0,50~54,5,10007
090,2020,23,彰化縣,M,0,60~64,1,10007
090,2020,23,南投縣,F,0,70+,1,10008
090,2020,23,南投縣,M,0,30~34,1,10008
090,2020,23,南投縣,M,0,70+,1,10008
090,2020,23,雲林縣,F,0,25~29,1,10009
090,2020,23,雲林縣,M,0,40~44,1,10009
090,2020,23,嘉義縣,F,0,65~69,1,10010
090,2020,23,屏東縣,F,0,60~64,1,10013
090,2020,23,屏東縣,F,0,70+,1,10013
090,2020,23,屏東縣,M,0,20~24,1,10013
090,2020,23,屏東縣,M,0,25~29,3,10013
090,2020,23,台東縣,M,0,50~54,1,10014
090,2020,23,台東縣,M,0,60~64,2,10014
090,2020,23,花蓮縣,M,0,15~19,1,10015
090,2020,23,基隆市,M,0,20~24,1,10017
090,2020,23,基隆市,M,0,25~29,1,10017
090,2020,23,基隆市,M,0,50~54,1,10017
090,2020,23,新竹市,M,0,70+,1,10018
090,2020,23,嘉義市,M,0,20~24,1,10020
090,2020,23,台北市,F,0,45~49,1,63000
090,2020,23,台北市,F,0,70+,3,63000
090,2020,23,台北市,M,0,20~24,2,63000
090,2020,23,台北市,M,0,25~29,5,63000
090,2020,23,台北市,M,0,30~34,4,63000
090,2020,23,台北市,M,0,35~39,1,63000
090,2020,23,台北市,M,0,40~44,1,63000
090,2020,23,台北市,M,0,45~49,1,63000
090,2020,23,台北市,M,0,55~59,1,63000
090,2020,23,台北市,M,0,70+,3,63000
090,2020,23,高雄市,F,0,15~19,1,64000
090,2020,23,高雄市,F,0,70+,2,64000
090,2020,23,高雄市,M,0,20~24,3,64000
090,2020,23,高雄市,M,0,25~29,2,64000
090,2020,23,高雄市,M,0,30~34,8,64000
090,2020,23,高雄市,M,0,35~39,4,64000
090,2020,23,高雄市,M,0,40~44,1,64000
090,2020,23,高雄市,M,0,45~49,1,64000
090,2020,23,高雄市,M,0,60~64,1,64000
090,2020,23,新北市,F,0,15~19,2,65000
090,2020,23,新北市,F,0,25~29,1,65000
090,2020,23,新北市,F,0,30~34,1,65000
090,2020,23,新北市,F,0,50~54,1,65000
090,2020,23,新北市,F,0,55~59,1,65000
090,2020,23,新北市,F,0,70+,4,65000
090,2020,23,新北市,M,0,20~24,5,65000
090,2020,23,新北市,M,0,25~29,3,65000
090,2020,23,新北市,M,0,30~34,4,65000
090,2020,23,新北市,M,0,35~39,8,65000
090,2020,23,新北市,M,0,40~44,1,65000
090,2020,23,新北市,M,0,45~49,1,65000
090,2020,23,新北市,M,0,50~54,2,65000
090,2020,23,新北市,M,0,55~59,2,65000
090,2020,23,新北市,M,0,60~64,2,65000
090,2020,23,新北市,M,0,70+,6,65000
090,2020,23,台中市,F,0,25~29,1,66000
090,2020,23,台中市,F,0,50~54,1,66000
090,2020,23,台中市,F,0,70+,3,66000
090,2020,23,台中市,M,0,20~24,1,66000
090,2020,23,台中市,M,0,25~29,1,66000
090,2020,23,台中市,M,0,30~34,4,66000
090,2020,23,台中市,M,0,35~39,1,66000
090,2020,23,台中市,M,0,40~44,1,66000
090,2020,23,台中市,M,0,55~59,1,66000
090,2020,23,台中市,M,0,65~69,2,66000
090,2020,23,台中市,M,0,70+,2,66000
090,2020,23,台南市,F,0,70+,1,67000
090,2020,23,台南市,M,0,20~24,1,67000
090,2020,23,台南市,M,0,25~29,4,67000
090,2020,23,台南市,M,0,30~34,1,67000
090,2020,23,台南市,M,0,40~44,1,67000
090,2020,23,台南市,M,0,45~49,1,67000
090,2020,23,台南市,M,0,70+,3,67000
090,2020,23,桃園市,F,0,30~34,1,68000
090,2020,23,桃園市,F,0,50~54,2,68000
090,2020,23,桃園市,F,0,70+,2,68000
090,2020,23,桃園市,M,0,20~24,2,68000
090,2020,23,桃園市,M,0,30~34,4,68000
090,2020,23,桃園市,M,0,35~39,4,68000
090,2020,23,桃園市,M,0,40~44,3,68000
090,2020,23,桃園市,M,0,50~54,1,68000
090,2020,23,桃園市,M,0,60~64,2,68000
090,2020,23,桃園市,M,0,65~69,1,68000
090,2020,23,桃園市,M,0,70+,3,68000
090,2020,24,金門縣,F,0,45~49,1,09020
090,2020,24,金門縣,F,0,60~64,1,09020
090,2020,24,金門縣,M,0,35~39,1,09020
090,2020,24,宜蘭縣,M,0,70+,2,10002
090,2020,24,新竹縣,F,0,70+,1,10004
090,2020,24,新竹縣,M,0,30~34,1,10004
090,2020,24,新竹縣,M,0,35~39,1,10004
090,2020,24,新竹縣,M,0,55~59,1,10004
090,2020,24,苗栗縣,F,0,70+,2,10005
090,2020,24,苗栗縣,M,0,20~24,2,10005
090,2020,24,苗栗縣,M,0,45~49,1,10005
090,2020,24,彰化縣,F,0,70+,1,10007
090,2020,24,彰化縣,M,0,20~24,1,10007
090,2020,24,彰化縣,M,0,25~29,2,10007
090,2020,24,彰化縣,M,0,40~44,1,10007
090,2020,24,彰化縣,M,0,60~64,1,10007
090,2020,24,雲林縣,M,0,25~29,1,10009
090,2020,24,雲林縣,M,0,40~44,1,10009
090,2020,24,雲林縣,M,0,45~49,1,10009
090,2020,24,屏東縣,M,0,70+,1,10013
090,2020,24,台東縣,F,0,65~69,1,10014
090,2020,24,花蓮縣,M,0,30~34,2,10015
090,2020,24,花蓮縣,M,0,40~44,1,10015
090,2020,24,花蓮縣,M,0,70+,1,10015
090,2020,24,基隆市,F,0,70+,1,10017
090,2020,24,基隆市,M,0,40~44,1,10017
090,2020,24,新竹市,F,0,70+,1,10018
090,2020,24,新竹市,M,0,25~29,1,10018
090,2020,24,新竹市,M,0,30~34,1,10018
090,2020,24,新竹市,M,0,35~39,2,10018
090,2020,24,新竹市,M,0,70+,1,10018
090,2020,24,嘉義市,M,0,55~59,1,10020
090,2020,24,台北市,M,0,20~24,1,63000
090,2020,24,台北市,M,0,25~29,3,63000
090,2020,24,台北市,M,0,30~34,3,63000
090,2020,24,台北市,M,0,35~39,2,63000
090,2020,24,台北市,M,0,40~44,1,63000
090,2020,24,台北市,M,0,50~54,2,63000
090,2020,24,台北市,M,0,55~59,1,63000
090,2020,24,高雄市,F,0,70+,2,64000
090,2020,24,高雄市,M,0,15~19,1,64000
090,2020,24,高雄市,M,0,20~24,2,64000
090,2020,24,高雄市,M,0,25~29,4,64000
090,2020,24,高雄市,M,0,30~34,2,64000
090,2020,24,高雄市,M,0,35~39,5,64000
090,2020,24,高雄市,M,0,40~44,2,64000
090,2020,24,新北市,F,0,50~54,1,65000
090,2020,24,新北市,F,0,55~59,1,65000
090,2020,24,新北市,F,0,70+,4,65000
090,2020,24,新北市,M,0,20~24,5,65000
090,2020,24,新北市,M,0,25~29,6,65000
090,2020,24,新北市,M,0,30~34,5,65000
090,2020,24,新北市,M,0,35~39,2,65000
090,2020,24,新北市,M,0,40~44,2,65000
090,2020,24,新北市,M,0,45~49,3,65000
090,2020,24,新北市,M,0,50~54,1,65000
090,2020,24,台中市,F,0,65~69,1,66000
090,2020,24,台中市,F,0,70+,2,66000
090,2020,24,台中市,M,0,20~24,2,66000
090,2020,24,台中市,M,0,25~29,9,66000
090,2020,24,台中市,M,0,30~34,5,66000
090,2020,24,台中市,M,0,40~44,2,66000
090,2020,24,台中市,M,0,50~54,2,66000
090,2020,24,台中市,M,0,55~59,1,66000
090,2020,24,台中市,M,0,70+,1,66000
090,2020,24,台南市,M,0,25~29,1,67000
090,2020,24,台南市,M,0,30~34,1,67000
090,2020,24,台南市,M,0,35~39,4,67000
090,2020,24,台南市,M,0,65~69,1,67000
090,2020,24,桃園市,F,0,70+,2,68000
090,2020,24,桃園市,M,0,20~24,2,68000
090,2020,24,桃園市,M,0,25~29,7,68000
090,2020,24,桃園市,M,0,30~34,5,68000
090,2020,24,桃園市,M,0,35~39,2,68000
090,2020,24,桃園市,M,0,40~44,2,68000
090,2020,24,桃園市,M,0,45~49,2,68000
090,2020,24,桃園市,M,0,50~54,1,68000
090,2020,24,桃園市,M,0,55~59,1,68000
090,2020,24,桃園市,M,0,60~64,1,68000
090,2020,25,金門縣,M,0,20~24,1,09020
090,2020,25,宜蘭縣,F,0,70+,3,10002
090,2020,25,宜蘭縣,M,0,30~34,1,10002
090,2020,25,宜蘭縣,M,0,40~44,1,10002
090,2020,25,宜蘭縣,M,0,50~54,1,10002
090,2020,25,新竹縣,M,0,25~29,1,10004
090,2020,25,苗栗縣,M,0,70+,1,10005
090,2020,25,彰化縣,M,0,20~24,2,10007
090,2020,25,彰化縣,M,0,25~29,1,10007
090,2020,25,彰化縣,M,0,30~34,1,10007
090,2020,25,彰化縣,M,0,70+,1,10007
090,2020,25,南投縣,F,0,60~64,1,10008
090,2020,25,南投縣,M,0,30~34,2,10008
090,2020,25,南投縣,M,0,70+,3,10008
090,2020,25,雲林縣,F,0,70+,1,10009
090,2020,25,雲林縣,M,0,25~29,1,10009
090,2020,25,雲林縣,M,0,50~54,1,10009
090,2020,25,雲林縣,M,0,55~59,1,10009
090,2020,25,嘉義縣,M,0,70+,1,10010
090,2020,25,屏東縣,F,0,50~54,1,10013
090,2020,25,屏東縣,M,0,20~24,1,10013
090,2020,25,屏東縣,M,0,30~34,1,10013
090,2020,25,屏東縣,M,0,35~39,1,10013
090,2020,25,屏東縣,M,0,40~44,1,10013
090,2020,25,屏東縣,M,0,45~49,1,10013
090,2020,25,台東縣,F,0,50~54,1,10014
090,2020,25,台東縣,F,0,70+,1,10014
090,2020,25,花蓮縣,M,0,20~24,1,10015
090,2020,25,花蓮縣,M,0,25~29,1,10015
090,2020,25,花蓮縣,M,0,35~39,1,10015
090,2020,25,花蓮縣,M,0,40~44,1,10015
090,2020,25,花蓮縣,M,0,50~54,1,10015
090,2020,25,花蓮縣,M,0,70+,1,10015
090,2020,25,澎湖縣,M,0,25~29,1,10016
090,2020,25,基隆市,F,0,60~64,1,10017
090,2020,25,基隆市,F,0,70+,1,10017
090,2020,25,基隆市,M,0,20~24,1,10017
090,2020,25,基隆市,M,0,25~29,2,10017
090,2020,25,基隆市,M,0,40~44,1,10017
090,2020,25,基隆市,M,0,50~54,2,10017
090,2020,25,新竹市,M,0,25~29,2,10018
090,2020,25,嘉義市,M,0,70+,1,10020
090,2020,25,台北市,F,0,70+,1,63000
090,2020,25,台北市,M,0,20~24,2,63000
090,2020,25,台北市,M,0,25~29,5,63000
090,2020,25,台北市,M,0,30~34,3,63000
090,2020,25,台北市,M,0,35~39,8,63000
090,2020,25,台北市,M,0,45~49,1,63000
090,2020,25,台北市,M,0,50~54,1,63000
090,2020,25,台北市,M,0,60~64,1,63000
090,2020,25,台北市,M,0,70+,3,63000
090,2020,25,高雄市,F,0,45~49,1,64000
090,2020,25,高雄市,F,0,70+,3,64000
090,2020,25,高雄市,M,0,20~24,3,64000
090,2020,25,高雄市,M,0,25~29,4,64000
090,2020,25,高雄市,M,0,30~34,9,64000
090,2020,25,高雄市,M,0,35~39,3,64000
090,2020,25,高雄市,M,0,40~44,2,64000
090,2020,25,高雄市,M,0,50~54,1,64000
090,2020,25,新北市,F,0,40~44,1,65000
090,2020,25,新北市,F,0,45~49,1,65000
090,2020,25,新北市,F,0,65~69,1,65000
090,2020,25,新北市,F,0,70+,1,65000
090,2020,25,新北市,M,0,15~19,1,65000
090,2020,25,新北市,M,0,20~24,3,65000
090,2020,25,新北市,M,0,25~29,5,65000
090,2020,25,新北市,M,0,30~34,7,65000
090,2020,25,新北市,M,0,35~39,4,65000
090,2020,25,新北市,M,0,40~44,3,65000
090,2020,25,新北市,M,0,45~49,3,65000
090,2020,25,新北市,M,0,50~54,2,65000
090,2020,25,新北市,M,0,55~59,2,65000
090,2020,25,新北市,M,0,60~64,1,65000
090,2020,25,新北市,M,0,65~69,1,65000
090,2020,25,新北市,M,0,70+,3,65000
090,2020,25,台中市,F,0,45~49,1,66000
090,2020,25,台中市,F,0,65~69,1,66000
090,2020,25,台中市,F,0,70+,5,66000
090,2020,25,台中市,M,0,15~19,1,66000
090,2020,25,台中市,M,0,20~24,1,66000
090,2020,25,台中市,M,0,25~29,5,66000
090,2020,25,台中市,M,0,30~34,2,66000
090,2020,25,台中市,M,0,35~39,2,66000
090,2020,25,台中市,M,0,40~44,1,66000
090,2020,25,台中市,M,0,45~49,2,66000
090,2020,25,台中市,M,0,60~64,1,66000
090,2020,25,台南市,F,0,70+,2,67000
090,2020,25,台南市,M,0,15~19,1,67000
090,2020,25,台南市,M,0,20~24,1,67000
090,2020,25,台南市,M,0,25~29,3,67000
090,2020,25,台南市,M,0,30~34,6,67000
090,2020,25,台南市,M,0,35~39,1,67000
090,2020,25,台南市,M,0,40~44,1,67000
090,2020,25,台南市,M,0,50~54,1,67000
090,2020,25,台南市,M,0,70+,1,67000
090,2020,25,桃園市,F,0,30~34,1,68000
090,2020,25,桃園市,F,0,35~39,1,68000
090,2020,25,桃園市,F,0,65~69,1,68000
090,2020,25,桃園市,F,0,70+,1,68000
090,2020,25,桃園市,M,0,20~24,6,68000
090,2020,25,桃園市,M,0,25~29,4,68000
090,2020,25,桃園市,M,0,30~34,4,68000
090,2020,25,桃園市,M,0,35~39,3,68000
090,2020,25,桃園市,M,0,40~44,1,68000
090,2020,25,桃園市,M,0,45~49,1,68000
090,2020,25,桃園市,M,0,65~69,1,68000
090,2020,25,桃園市,M,0,70+,3,68000
090,2020,26,連江縣,M,0,60~64,1,09007
090,2020,26,宜蘭縣,M,0,25~29,1,10002
090,2020,26,宜蘭縣,M,0,30~34,1,10002
090,2020,26,宜蘭縣,M,0,50~54,1,10002
090,2020,26,宜蘭縣,M,0,70+,1,10002
090,2020,26,新竹縣,M,0,25~29,2,10004
090,2020,26,新竹縣,M,0,50~54,1,10004
090,2020,26,苗栗縣,F,0,60~64,1,10005
090,2020,26,苗栗縣,F,0,70+,1,10005
090,2020,26,苗栗縣,M,0,25~29,1,10005
090,2020,26,苗栗縣,M,0,70+,1,10005
090,2020,26,彰化縣,F,0,50~54,1,10007
090,2020,26,彰化縣,M,0,30~34,1,10007
090,2020,26,彰化縣,M,0,65~69,1,10007
090,2020,26,彰化縣,M,0,70+,2,10007
090,2020,26,南投縣,M,0,20~24,1,10008
090,2020,26,南投縣,M,0,35~39,1,10008
090,2020,26,雲林縣,F,0,60~64,1,10009
090,2020,26,雲林縣,M,0,25~29,1,10009
090,2020,26,雲林縣,M,0,35~39,1,10009
090,2020,26,雲林縣,M,0,55~59,1,10009
090,2020,26,雲林縣,M,0,70+,1,10009
090,2020,26,嘉義縣,F,0,70+,1,10010
090,2020,26,嘉義縣,M,0,35~39,1,10010
090,2020,26,屏東縣,F,0,20~24,1,10013
090,2020,26,屏東縣,M,0,20~24,4,10013
090,2020,26,屏東縣,M,0,30~34,1,10013
090,2020,26,屏東縣,M,0,35~39,1,10013
090,2020,26,屏東縣,M,0,40~44,1,10013
090,2020,26,屏東縣,M,0,45~49,1,10013
090,2020,26,屏東縣,M,0,70+,1,10013
090,2020,26,台東縣,M,0,55~59,1,10014
090,2020,26,花蓮縣,M,0,25~29,1,10015
090,2020,26,花蓮縣,M,0,30~34,1,10015
090,2020,26,花蓮縣,M,0,60~64,1,10015
090,2020,26,花蓮縣,M,0,70+,1,10015
090,2020,26,基隆市,F,0,55~59,1,10017
090,2020,26,基隆市,M,0,25~29,1,10017
090,2020,26,基隆市,M,0,60~64,1,10017
090,2020,26,新竹市,M,0,45~49,1,10018
090,2020,26,新竹市,M,0,70+,1,10018
090,2020,26,嘉義市,M,0,55~59,1,10020
090,2020,26,台北市,F,0,70+,3,63000
090,2020,26,台北市,M,0,25~29,1,63000
090,2020,26,台北市,M,0,30~34,4,63000
090,2020,26,台北市,M,0,35~39,3,63000
090,2020,26,台北市,M,0,40~44,2,63000
090,2020,26,台北市,M,0,45~49,2,63000
090,2020,26,台北市,M,0,55~59,1,63000
090,2020,26,台北市,M,0,60~64,1,63000
090,2020,26,台北市,M,0,70+,1,63000
090,2020,26,高雄市,F,0,30~34,1,64000
090,2020,26,高雄市,F,0,70+,1,64000
090,2020,26,高雄市,M,0,20~24,1,64000
090,2020,26,高雄市,M,0,25~29,2,64000
090,2020,26,高雄市,M,0,30~34,5,64000
090,2020,26,高雄市,M,0,40~44,1,64000
090,2020,26,高雄市,M,0,70+,1,64000
090,2020,26,新北市,F,0,20~24,1,65000
090,2020,26,新北市,F,0,35~39,1,65000
090,2020,26,新北市,F,0,50~54,1,65000
090,2020,26,新北市,F,0,60~64,1,65000
090,2020,26,新北市,F,0,65~69,1,65000
090,2020,26,新北市,F,0,70+,4,65000
090,2020,26,新北市,M,0,25~29,9,65000
090,2020,26,新北市,M,0,30~34,7,65000
090,2020,26,新北市,M,0,35~39,1,65000
090,2020,26,新北市,M,0,40~44,2,65000
090,2020,26,新北市,M,0,45~49,4,65000
090,2020,26,新北市,M,0,70+,3,65000
090,2020,26,台中市,F,0,25~29,1,66000
090,2020,26,台中市,M,0,15~19,1,66000
090,2020,26,台中市,M,0,20~24,3,66000
090,2020,26,台中市,M,0,25~29,3,66000
090,2020,26,台中市,M,0,30~34,4,66000
090,2020,26,台中市,M,0,35~39,5,66000
090,2020,26,台中市,M,0,40~44,3,66000
090,2020,26,台中市,M,0,45~49,1,66000
090,2020,26,台中市,M,0,55~59,1,66000
090,2020,26,台中市,M,0,60~64,1,66000
090,2020,26,台中市,M,0,70+,1,66000
090,2020,26,台南市,F,0,40~44,1,67000
090,2020,26,台南市,M,0,25~29,1,67000
090,2020,26,台南市,M,0,35~39,3,67000
090,2020,26,台南市,M,0,50~54,1,67000
090,2020,26,台南市,M,0,55~59,1,67000
090,2020,26,桃園市,F,0,20~24,1,68000
090,2020,26,桃園市,F,0,70+,2,68000
090,2020,26,桃園市,M,0,20~24,1,68000
090,2020,26,桃園市,M,0,25~29,1,68000
090,2020,26,桃園市,M,0,30~34,4,68000
090,2020,26,桃園市,M,0,35~39,3,68000
090,2020,26,桃園市,M,0,40~44,1,68000
090,2020,26,桃園市,M,0,45~49,3,68000
090,2020,26,桃園市,M,0,50~54,2,68000
090,2020,26,桃園市,M,0,70+,2,68000
090,2020,27,宜蘭縣,F,0,70+,1,10002
090,2020,27,宜蘭縣,M,0,20~24,1,10002
090,2020,27,宜蘭縣,M,0,40~44,1,10002
090,2020,27,宜蘭縣,M,0,50~54,1,10002
090,2020,27,宜蘭縣,M,0,70+,5,10002
090,2020,27,苗栗縣,M,0,45~49,1,10005
090,2020,27,彰化縣,F,0,70+,1,10007
090,2020,27,彰化縣,M,0,35~39,2,10007
090,2020,27,彰化縣,M,0,70+,1,10007
090,2020,27,南投縣,F,0,70+,1,10008
090,2020,27,南投縣,M,0,25~29,1,10008
090,2020,27,南投縣,M,0,70+,1,10008
090,2020,27,雲林縣,M,0,25~29,1,10009
090,2020,27,嘉義縣,F,0,35~39,1,10010
090,2020,27,嘉義縣,M,0,30~34,2,10010
090,2020,27,嘉義縣,M,0,70+,2,10010
090,2020,27,屏東縣,M,0,30~34,1,10013
090,2020,27,屏東縣,M,0,40~44,1,10013
090,2020,27,台東縣,M,0,45~49,1,10014
090,2020,27,花蓮縣,M,0,15~19,1,10015
090,2020,27,花蓮縣,M,0,30~34,1,10015
090,2020,27,花蓮縣,M,0,70+,1,10015
090,2020,27,基隆市,F,0,70+,1,10017
090,2020,27,基隆市,M,0,20~24,1,10017
090,2020,27,基隆市,M,0,25~29,1,10017
090,2020,27,新竹市,M,0,15~19,2,10018
090,2020,27,新竹市,M,0,20~24,1,10018
090,2020,27,新竹市,M,0,25~29,3,10018
090,2020,27,新竹市,M,0,30~34,1,10018
090,2020,27,新竹市,M,0,40~44,1,10018
090,2020,27,新竹市,M,0,50~54,1,10018
090,2020,27,新竹市,M,0,70+,1,10018
090,2020,27,嘉義市,F,0,70+,1,10020
090,2020,27,嘉義市,M,0,25~29,1,10020
090,2020,27,台北市,F,0,70+,2,63000
090,2020,27,台北市,M,0,20~24,3,63000
090,2020,27,台北市,M,0,25~29,6,63000
090,2020,27,台北市,M,0,30~34,8,63000
090,2020,27,台北市,M,0,35~39,1,63000
090,2020,27,台北市,M,0,40~44,2,63000
090,2020,27,台北市,M,0,55~59,1,63000
090,2020,27,台北市,M,0,70+,1,63000
090,2020,27,高雄市,M,0,20~24,3,64000
090,2020,27,高雄市,M,0,25~29,1,64000
090,2020,27,高雄市,M,0,30~34,5,64000
090,2020,27,高雄市,M,0,35~39,6,64000
090,2020,27,高雄市,M,0,40~44,4,64000
090,2020,27,高雄市,M,0,45~49,4,64000
090,2020,27,高雄市,M,0,50~54,2,64000
090,2020,27,高雄市,M,0,55~59,2,64000
090,2020,27,新北市,F,0,40~44,1,65000
090,2020,27,新北市,F,0,50~54,1,65000
090,2020,27,新北市,F,0,55~59,1,65000
090,2020,27,新北市,F,0,70+,3,65000
090,2020,27,新北市,M,0,20~24,5,65000
090,2020,27,新北市,M,0,25~29,3,65000
090,2020,27,新北市,M,0,30~34,9,65000
090,2020,27,新北市,M,0,35~39,3,65000
090,2020,27,新北市,M,0,40~44,1,65000
