年,週,就診類別,年齡別,縣市,急性上呼吸道感染健保就診人次,健保就診總人次,縣市別代碼
2016,02,門診,19~24,彰化縣,1308,9907,10007
2016,02,門診,19~24,南投縣,528,3121,10008
2016,02,門診,19~24,雲林縣,797,4901,10009
2016,02,門診,19~24,嘉義縣,583,2715,10010
2016,02,門診,19~24,屏東縣,793,5710,10013
2016,02,門診,19~24,台東縣,203,1121,10014
2016,02,門診,19~24,花蓮縣,356,2483,10015
2016,02,門診,19~24,澎湖縣,104,937,10016
2016,02,門診,19~24,基隆市,440,3170,10017
2016,02,門診,19~24,新竹市,458,4535,10018
2016,02,門診,19~24,嘉義市,394,3703,10020
2016,02,門診,19~24,台北市,3530,25369,63000
2016,02,門診,19~24,高雄市,3469,24619,64000
2016,02,門診,19~24,新北市,6194,34251,65000
2016,02,門診,19~24,台中市,4302,30117,66000
2016,02,門診,19~24,台南市,2066,17386,67000
2016,02,門診,19~24,桃園市,2573,17945,68000
2016,02,門診,25~64,連江縣,67,680,09007
2016,02,門診,25~64,金門縣,1123,7402,09020
2016,02,門診,25~64,宜蘭縣,4970,37143,10002
2016,02,門診,25~64,新竹縣,6511,37561,10004
2016,02,門診,25~64,苗栗縣,6480,43571,10005
2016,02,門診,25~64,彰化縣,12788,122062,10007
2016,02,門診,25~64,南投縣,4718,40568,10008
2016,02,門診,25~64,雲林縣,8115,64120,10009
2016,02,門診,25~64,嘉義縣,4904,35809,10010
2016,02,門診,25~64,屏東縣,7651,73191,10013
2016,02,門診,25~64,台東縣,2345,18380,10014
2016,02,門診,25~64,花蓮縣,3365,34364,10015
2016,02,門診,25~64,澎湖縣,969,12288,10016
2016,02,門診,25~64,基隆市,4352,41410,10017
2016,02,門診,25~64,新竹市,3973,56919,10018
2016,02,門診,25~64,嘉義市,3568,44987,10020
2016,02,門診,25~64,台北市,29815,337575,63000
2016,02,門診,25~64,高雄市,30745,294417,64000
2016,02,門診,25~64,新北市,56812,392133,65000
2016,02,門診,25~64,台中市,32439,308401,66000
2016,02,門診,25~64,台南市,16669,196556,67000
2016,02,門診,25~64,桃園市,22005,206521,68000
2016,02,門診,3~6,連江縣,14,28,09007
2016,02,門診,3~6,金門縣,270,895,09020
2016,02,門診,3~6,宜蘭縣,2000,4701,10002
2016,02,門診,3~6,新竹縣,2016,6663,10004
2016,02,門診,3~6,苗栗縣,1432,5513,10005
2016,02,門診,3~6,彰化縣,3354,14744,10007
2016,02,門診,3~6,南投縣,1489,5420,10008
2016,02,門診,3~6,雲林縣,2061,7541,10009
2016,02,門診,3~6,嘉義縣,861,3248,10010
2016,02,門診,3~6,屏東縣,1821,8265,10013
2016,02,門診,3~6,台東縣,661,1663,10014
2016,02,門診,3~6,花蓮縣,845,3226,10015
2016,02,門診,3~6,澎湖縣,152,949,10016
2016,02,門診,3~6,基隆市,630,3487,10017
2016,02,門診,3~6,新竹市,1298,7298,10018
2016,02,門診,3~6,嘉義市,888,4845,10020
2016,02,門診,3~6,台北市,5403,24356,63000
2016,02,門診,3~6,高雄市,7341,28787,64000
2016,02,門診,3~6,新北市,12450,48799,65000
2016,02,門診,3~6,台中市,6818,37576,66000
2016,02,門診,3~6,台南市,3790,20981,67000
2016,02,門診,3~6,桃園市,6001,24569,68000
2016,02,門診,65+,連江縣,17,296,09007
2016,02,門診,65+,金門縣,323,3407,09020
2016,02,門診,65+,宜蘭縣,1761,22228,10002
2016,02,門診,65+,新竹縣,1405,13544,10004
2016,02,門診,65+,苗栗縣,2047,25098,10005
2016,02,門診,65+,彰化縣,3927,63015,10007
2016,02,門診,65+,南投縣,1990,24483,10008
2016,02,門診,65+,雲林縣,2988,39745,10009
2016,02,門診,65+,嘉義縣,2362,29079,10010
2016,02,門診,65+,屏東縣,3775,48226,10013
2016,02,門診,65+,台東縣,1156,11777,10014
2016,02,門診,65+,花蓮縣,1461,20171,10015
2016,02,門診,65+,澎湖縣,443,8064,10016
2016,02,門診,65+,基隆市,1683,21912,10017
2016,02,門診,65+,新竹市,925,21171,10018
2016,02,門診,65+,嘉義市,1204,22971,10020
2016,02,門診,65+,台北市,9194,183146,63000
2016,02,門診,65+,高雄市,9883,142759,64000
2016,02,門診,65+,新北市,13066,130509,65000
2016,02,門診,65+,台中市,8523,121365,66000
2016,02,門診,65+,台南市,5043,91995,67000
2016,02,門診,65+,桃園市,4827,76877,68000
2016,02,門診,7~12,連江縣,7,26,09007
2016,02,門診,7~12,金門縣,209,812,09020
2016,02,門診,7~12,宜蘭縣,1250,3669,10002
2016,02,門診,7~12,新竹縣,1581,5646,10004
2016,02,門診,7~12,苗栗縣,1239,4354,10005
2016,02,門診,7~12,彰化縣,2670,12962,10007
2016,02,門診,7~12,南投縣,1213,4884,10008
2016,02,門診,7~12,雲林縣,1729,6559,10009
2016,02,門診,7~12,嘉義縣,910,3245,10010
2016,02,門診,7~12,屏東縣,1535,6880,10013
2016,02,門診,7~12,台東縣,493,1389,10014
2016,02,門診,7~12,花蓮縣,641,2471,10015
2016,02,門診,7~12,澎湖縣,145,1068,10016
2016,02,門診,7~12,基隆市,519,3096,10017
2016,02,門診,7~12,新竹市,1020,6267,10018
2016,02,門診,7~12,嘉義市,719,3974,10020
2016,02,門診,7~12,台北市,4348,22043,63000
2016,02,門診,7~12,高雄市,5840,25589,64000
2016,02,門診,7~12,新北市,10303,42134,65000
2016,02,門診,7~12,台中市,5476,31252,66000
2016,02,門診,7~12,台南市,3491,19462,67000
2016,02,門診,7~12,桃園市,4622,21192,68000
2016,02,門診,不詳,連江縣,0,1,09007
2016,02,門診,不詳,金門縣,0,1,09020
2016,02,門診,不詳,宜蘭縣,0,3,10002
2016,02,門診,不詳,新竹縣,0,1,10004
2016,02,門診,不詳,彰化縣,0,3,10007
2016,02,門診,不詳,南投縣,0,1,10008
2016,02,門診,不詳,雲林縣,0,1,10009
2016,02,門診,不詳,屏東縣,0,1,10013
2016,02,門診,不詳,花蓮縣,0,1,10015
2016,02,門診,不詳,基隆市,1,3,10017
2016,02,門診,不詳,台北市,0,12,63000
2016,02,門診,不詳,高雄市,0,3,64000
2016,02,門診,不詳,新北市,2,8,65000
2016,02,門診,不詳,台中市,0,6,66000
2016,02,門診,不詳,台南市,1,4,67000
2016,02,門診,不詳,桃園市,0,6,68000
2016,03,住院,0~2,金門縣,1,3,09020
2016,03,住院,0~2,宜蘭縣,0,36,10002
2016,03,住院,0~2,新竹縣,0,5,10004
2016,03,住院,0~2,苗栗縣,0,10,10005
2016,03,住院,0~2,彰化縣,2,67,10007
2016,03,住院,0~2,南投縣,1,8,10008
2016,03,住院,0~2,雲林縣,0,16,10009
2016,03,住院,0~2,嘉義縣,0,4,10010
2016,03,住院,0~2,屏東縣,0,3,10013
2016,03,住院,0~2,台東縣,0,1,10014
2016,03,住院,0~2,花蓮縣,0,5,10015
2016,03,住院,0~2,基隆市,0,12,10017
2016,03,住院,0~2,新竹市,0,21,10018
2016,03,住院,0~2,嘉義市,0,7,10020
2016,03,住院,0~2,台北市,4,155,63000
2016,03,住院,0~2,高雄市,0,34,64000
2016,03,住院,0~2,新北市,1,50,65000
2016,03,住院,0~2,台中市,1,98,66000
2016,03,住院,0~2,台南市,0,27,67000
2016,03,住院,0~2,桃園市,1,50,68000
2016,03,住院,13~15,宜蘭縣,0,9,10002
2016,03,住院,13~15,新竹縣,0,1,10004
2016,03,住院,13~15,苗栗縣,0,3,10005
2016,03,住院,13~15,彰化縣,0,15,10007
2016,03,住院,13~15,南投縣,0,12,10008
2016,03,住院,13~15,雲林縣,0,3,10009
2016,03,住院,13~15,嘉義縣,0,7,10010
2016,03,住院,13~15,屏東縣,0,7,10013
2016,03,住院,13~15,花蓮縣,0,5,10015
2016,03,住院,13~15,基隆市,0,8,10017
2016,03,住院,13~15,新竹市,0,10,10018
2016,03,住院,13~15,嘉義市,0,4,10020
2016,03,住院,13~15,台北市,0,79,63000
2016,03,住院,13~15,高雄市,0,28,64000
2016,03,住院,13~15,新北市,0,17,65000
2016,03,住院,13~15,台中市,0,27,66000
2016,03,住院,13~15,台南市,0,18,67000
2016,03,住院,13~15,桃園市,0,20,68000
2016,03,住院,16~18,宜蘭縣,0,7,10002
2016,03,住院,16~18,新竹縣,0,3,10004
2016,03,住院,16~18,苗栗縣,0,6,10005
2016,03,住院,16~18,彰化縣,1,15,10007
2016,03,住院,16~18,南投縣,0,10,10008
2016,03,住院,16~18,雲林縣,0,5,10009
2016,03,住院,16~18,嘉義縣,0,5,10010
2016,03,住院,16~18,屏東縣,0,12,10013
2016,03,住院,16~18,花蓮縣,0,1,10015
2016,03,住院,16~18,基隆市,0,6,10017
2016,03,住院,16~18,新竹市,0,12,10018
2016,03,住院,16~18,嘉義市,0,5,10020
2016,03,住院,16~18,台北市,0,84,63000
2016,03,住院,16~18,高雄市,6,43,64000
2016,03,住院,16~18,新北市,0,18,65000
2016,03,住院,16~18,台中市,0,44,66000
2016,03,住院,16~18,台南市,0,27,67000
2016,03,住院,16~18,桃園市,0,32,68000
2016,03,住院,19~24,金門縣,0,2,09020
2016,03,住院,19~24,宜蘭縣,0,21,10002
2016,03,住院,19~24,新竹縣,0,3,10004
2016,03,住院,19~24,苗栗縣,0,19,10005
2016,03,住院,19~24,彰化縣,0,86,10007
2016,03,住院,19~24,南投縣,1,13,10008
2016,03,住院,19~24,雲林縣,0,19,10009
2016,03,住院,19~24,嘉義縣,0,7,10010
2016,03,住院,19~24,屏東縣,0,25,10013
2016,03,住院,19~24,台東縣,0,2,10014
2016,03,住院,19~24,花蓮縣,0,15,10015
2016,03,住院,19~24,基隆市,0,16,10017
2016,03,住院,19~24,新竹市,0,34,10018
2016,03,住院,19~24,嘉義市,0,34,10020
2016,03,住院,19~24,台北市,0,309,63000
2016,03,住院,19~24,高雄市,1,148,64000
2016,03,住院,19~24,新北市,0,94,65000
2016,03,住院,19~24,台中市,0,162,66000
2016,03,住院,19~24,台南市,0,111,67000
2016,03,住院,19~24,桃園市,0,93,68000
2016,03,住院,25~64,金門縣,0,39,09020
2016,03,住院,25~64,宜蘭縣,0,300,10002
2016,03,住院,25~64,新竹縣,3,70,10004
2016,03,住院,25~64,苗栗縣,0,207,10005
2016,03,住院,25~64,彰化縣,5,921,10007
2016,03,住院,25~64,南投縣,0,140,10008
2016,03,住院,25~64,雲林縣,4,291,10009
2016,03,住院,25~64,嘉義縣,0,166,10010
2016,03,住院,25~64,屏東縣,0,220,10013
2016,03,住院,25~64,台東縣,0,5,10014
2016,03,住院,25~64,花蓮縣,1,177,10015
2016,03,住院,25~64,澎湖縣,0,4,10016
2016,03,住院,25~64,基隆市,0,200,10017
2016,03,住院,25~64,新竹市,4,451,10018
2016,03,住院,25~64,嘉義市,0,281,10020
2016,03,住院,25~64,台北市,23,4153,63000
2016,03,住院,25~64,高雄市,3,1585,64000
2016,03,住院,25~64,新北市,11,1114,65000
2016,03,住院,25~64,台中市,4,1953,66000
2016,03,住院,25~64,台南市,0,1220,67000
2016,03,住院,25~64,桃園市,0,1169,68000
2016,03,住院,3~6,金門縣,0,2,09020
2016,03,住院,3~6,宜蘭縣,0,33,10002
2016,03,住院,3~6,新竹縣,0,1,10004
2016,03,住院,3~6,苗栗縣,0,11,10005
2016,03,住院,3~6,彰化縣,1,75,10007
2016,03,住院,3~6,南投縣,0,7,10008
2016,03,住院,3~6,雲林縣,0,7,10009
2016,03,住院,3~6,嘉義縣,0,8,10010
2016,03,住院,3~6,屏東縣,0,5,10013
2016,03,住院,3~6,花蓮縣,0,7,10015
2016,03,住院,3~6,基隆市,0,15,10017
2016,03,住院,3~6,新竹市,0,16,10018
2016,03,住院,3~6,嘉義市,0,8,10020
2016,03,住院,3~6,台北市,4,155,63000
2016,03,住院,3~6,高雄市,0,50,64000
2016,03,住院,3~6,新北市,1,52,65000
2016,03,住院,3~6,台中市,2,127,66000
2016,03,住院,3~6,台南市,0,22,67000
2016,03,住院,3~6,桃園市,0,59,68000
2016,03,住院,65+,金門縣,1,19,09020
2016,03,住院,65+,宜蘭縣,0,237,10002
2016,03,住院,65+,新竹縣,0,64,10004
2016,03,住院,65+,苗栗縣,1,196,10005
2016,03,住院,65+,彰化縣,3,755,10007
2016,03,住院,65+,南投縣,0,147,10008
2016,03,住院,65+,雲林縣,0,300,10009
2016,03,住院,65+,嘉義縣,0,160,10010
2016,03,住院,65+,屏東縣,0,173,10013
2016,03,住院,65+,台東縣,0,5,10014
2016,03,住院,65+,花蓮縣,0,111,10015
2016,03,住院,65+,澎湖縣,0,1,10016
2016,03,住院,65+,基隆市,0,162,10017
2016,03,住院,65+,新竹市,2,310,10018
2016,03,住院,65+,嘉義市,0,139,10020
2016,03,住院,65+,台北市,9,2864,63000
2016,03,住院,65+,高雄市,1,871,64000
2016,03,住院,65+,新北市,2,580,65000
2016,03,住院,65+,台中市,1,1209,66000
2016,03,住院,65+,台南市,1,766,67000
2016,03,住院,65+,桃園市,1,675,68000
2016,03,住院,7~12,宜蘭縣,0,31,10002
2016,03,住院,7~12,新竹縣,0,4,10004
2016,03,住院,7~12,苗栗縣,1,13,10005
2016,03,住院,7~12,彰化縣,1,58,10007
2016,03,住院,7~12,南投縣,0,4,10008
2016,03,住院,7~12,雲林縣,0,4,10009
2016,03,住院,7~12,嘉義縣,0,8,10010
2016,03,住院,7~12,屏東縣,0,6,10013
2016,03,住院,7~12,花蓮縣,0,4,10015
2016,03,住院,7~12,基隆市,0,11,10017
2016,03,住院,7~12,新竹市,0,13,10018
2016,03,住院,7~12,嘉義市,0,2,10020
2016,03,住院,7~12,台北市,1,174,63000
2016,03,住院,7~12,高雄市,0,57,64000
2016,03,住院,7~12,新北市,0,34,65000
2016,03,住院,7~12,台中市,0,95,66000
2016,03,住院,7~12,台南市,0,29,67000
2016,03,住院,7~12,桃園市,0,42,68000
2016,03,住院,不詳,彰化縣,0,1,10007
2016,03,住院,不詳,台北市,0,1,63000
2016,03,住院,不詳,高雄市,0,1,64000
2016,03,住院,不詳,新北市,0,1,65000
2016,03,門診,0~2,連江縣,13,21,09007
2016,03,門診,0~2,金門縣,108,407,09020
2016,03,門診,0~2,宜蘭縣,1021,2241,10002
2016,03,門診,0~2,新竹縣,1120,3344,10004
2016,03,門診,0~2,苗栗縣,758,2908,10005
2016,03,門診,0~2,彰化縣,1818,7627,10007
2016,03,門診,0~2,南投縣,843,2685,10008
2016,03,門診,0~2,雲林縣,1095,3531,10009
2016,03,門診,0~2,嘉義縣,277,1359,10010
2016,03,門診,0~2,屏東縣,1005,4046,10013
2016,03,門診,0~2,台東縣,256,818,10014
2016,03,門診,0~2,花蓮縣,430,1677,10015
2016,03,門診,0~2,澎湖縣,80,463,10016
2016,03,門診,0~2,基隆市,302,1630,10017
2016,03,門診,0~2,新竹市,782,4176,10018
2016,03,門診,0~2,嘉義市,438,2296,10020
2016,03,門診,0~2,台北市,2958,12074,63000
2016,03,門診,0~2,高雄市,3682,15795,64000
2016,03,門診,0~2,新北市,6647,22902,65000
2016,03,門診,0~2,台中市,3718,18807,66000
2016,03,門診,0~2,台南市,2018,10712,67000
2016,03,門診,0~2,桃園市,3390,12598,68000
2016,03,門診,13~15,連江縣,3,19,09007
2016,03,門診,13~15,金門縣,86,355,09020
2016,03,門診,13~15,宜蘭縣,545,1920,10002
2016,03,門診,13~15,新竹縣,589,2160,10004
2016,03,門診,13~15,苗栗縣,558,1984,10005
2016,03,門診,13~15,彰化縣,1097,5617,10007
2016,03,門診,13~15,南投縣,494,2378,10008
2016,03,門診,13~15,雲林縣,880,3277,10009
2016,03,門診,13~15,嘉義縣,522,1835,10010
2016,03,門診,13~15,屏東縣,637,3247,10013
2016,03,門診,13~15,台東縣,187,683,10014
2016,03,門診,13~15,花蓮縣,248,1179,10015
2016,03,門診,13~15,澎湖縣,70,518,10016
2016,03,門診,13~15,基隆市,254,1423,10017
2016,03,門診,13~15,新竹市,338,2466,10018
2016,03,門診,13~15,嘉義市,269,1823,10020
2016,03,門診,13~15,台北市,1891,10466,63000
2016,03,門診,13~15,高雄市,2380,11872,64000
2016,03,門診,13~15,新北市,4156,17293,65000
2016,03,門診,13~15,台中市,2472,13975,66000
2016,03,門診,13~15,台南市,1718,8864,67000
2016,03,門診,13~15,桃園市,1964,9465,68000
2016,03,門診,16~18,連江縣,4,18,09007
2016,03,門診,16~18,金門縣,62,304,09020
2016,03,門診,16~18,宜蘭縣,410,1607,10002
2016,03,門診,16~18,新竹縣,481,1815,10004
2016,03,門診,16~18,苗栗縣,436,1739,10005
2016,03,門診,16~18,彰化縣,1028,5755,10007
2016,03,門診,16~18,南投縣,418,2155,10008
2016,03,門診,16~18,雲林縣,791,3217,10009
2016,03,門診,16~18,嘉義縣,415,1620,10010
2016,03,門診,16~18,屏東縣,645,3267,10013
2016,03,門診,16~18,台東縣,204,791,10014
2016,03,門診,16~18,花蓮縣,261,1266,10015
2016,03,門診,16~18,澎湖縣,66,524,10016
2016,03,門診,16~18,基隆市,246,1526,10017
2016,03,門診,16~18,新竹市,256,2020,10018
2016,03,門診,16~18,嘉義市,305,2067,10020
2016,03,門診,16~18,台北市,1596,9870,63000
2016,03,門診,16~18,高雄市,2233,11654,64000
2016,03,門診,16~18,新北市,3476,15641,65000
2016,03,門診,16~18,台中市,2224,12891,66000
2016,03,門診,16~18,台南市,1358,8248,67000
2016,03,門診,16~18,桃園市,1652,8703,68000
2016,03,門診,19~24,連江縣,28,164,09007
2016,03,門診,19~24,金門縣,123,769,09020
2016,03,門診,19~24,宜蘭縣,636,3470,10002
2016,03,門診,19~24,新竹縣,790,3537,10004
2016,03,門診,19~24,苗栗縣,733,3693,10005
2016,03,門診,19~24,彰化縣,1484,11398,10007
2016,03,門診,19~24,南投縣,550,3585,10008
2016,03,門診,19~24,雲林縣,1022,5565,10009
2016,03,門診,19~24,嘉義縣,576,2881,10010
2016,03,門診,19~24,屏東縣,860,6363,10013
2016,03,門診,19~24,台東縣,252,1456,10014
2016,03,門診,19~24,花蓮縣,451,2957,10015
2016,03,門診,19~24,澎湖縣,112,1083,10016
2016,03,門診,19~24,基隆市,451,3325,10017
2016,03,門診,19~24,新竹市,468,4914,10018
2016,03,門診,19~24,嘉義市,425,4306,10020
2016,03,門診,19~24,台北市,3243,26155,63000
2016,03,門診,19~24,高雄市,3732,27397,64000
2016,03,門診,19~24,新北市,6111,34881,65000
2016,03,門診,19~24,台中市,4396,32149,66000
2016,03,門診,19~24,台南市,2231,19406,67000
2016,03,門診,19~24,桃園市,2693,18756,68000
2016,03,門診,25~64,連江縣,64,773,09007
2016,03,門診,25~64,金門縣,1168,7489,09020
2016,03,門診,25~64,宜蘭縣,5336,37678,10002
2016,03,門診,25~64,新竹縣,6752,39028,10004
2016,03,門診,25~64,苗栗縣,7155,44432,10005
2016,03,門診,25~64,彰化縣,13103,122971,10007
2016,03,門診,25~64,南投縣,4949,42874,10008
2016,03,門診,25~64,雲林縣,8474,65788,10009
2016,03,門診,25~64,嘉義縣,5085,35369,10010
2016,03,門診,25~64,屏東縣,7917,75888,10013
2016,03,門診,25~64,台東縣,2387,18618,10014
2016,03,門診,25~64,花蓮縣,3610,34861,10015
2016,03,門診,25~64,澎湖縣,1006,12903,10016
2016,03,門診,25~64,基隆市,4313,39761,10017
2016,03,門診,25~64,新竹市,4290,58604,10018
2016,03,門診,25~64,嘉義市,3721,46013,10020
2016,03,門診,25~64,台北市,30968,333703,63000
2016,03,門診,25~64,高雄市,32873,308442,64000
2016,03,門診,25~64,新北市,57546,383540,65000
2016,03,門診,25~64,台中市,35018,318358,66000
2016,03,門診,25~64,台南市,18810,205815,67000
2016,03,門診,25~64,桃園市,22837,202517,68000
2016,03,門診,3~6,連江縣,24,38,09007
2016,03,門診,3~6,金門縣,249,874,09020
2016,03,門診,3~6,宜蘭縣,2005,4726,10002
2016,03,門診,3~6,新竹縣,2090,7014,10004
2016,03,門診,3~6,苗栗縣,1634,5931,10005
2016,03,門診,3~6,彰化縣,3663,16043,10007
2016,03,門診,3~6,南投縣,1577,5707,10008
2016,03,門診,3~6,雲林縣,2079,7945,10009
2016,03,門診,3~6,嘉義縣,879,3316,10010
2016,03,門診,3~6,屏東縣,1952,8595,10013
2016,03,門診,3~6,台東縣,524,1632,10014
2016,03,門診,3~6,花蓮縣,882,3459,10015
2016,03,門診,3~6,澎湖縣,144,994,10016
2016,03,門診,3~6,基隆市,661,3480,10017
2016,03,門診,3~6,新竹市,1356,7673,10018
2016,03,門診,3~6,嘉義市,1070,5327,10020
2016,03,門診,3~6,台北市,5873,25707,63000
2016,03,門診,3~6,高雄市,8077,32068,64000
2016,03,門診,3~6,新北市,13103,50696,65000
2016,03,門診,3~6,台中市,7538,41408,66000
2016,03,門診,3~6,台南市,4272,23558,67000
2016,03,門診,3~6,桃園市,6374,25731,68000
2016,03,門診,65+,連江縣,12,241,09007
2016,03,門診,65+,金門縣,316,3387,09020
2016,03,門診,65+,宜蘭縣,1745,22254,10002
2016,03,門診,65+,新竹縣,1411,13766,10004
2016,03,門診,65+,苗栗縣,2132,25008,10005
2016,03,門診,65+,彰化縣,4013,63252,10007
2016,03,門診,65+,南投縣,2052,26032,10008
2016,03,門診,65+,雲林縣,3378,41419,10009
2016,03,門診,65+,嘉義縣,2480,28498,10010
2016,03,門診,65+,屏東縣,3826,50434,10013
2016,03,門診,65+,台東縣,1201,12077,10014
2016,03,門診,65+,花蓮縣,1434,20681,10015
2016,03,門診,65+,澎湖縣,427,8219,10016
2016,03,門診,65+,基隆市,1583,19905,10017
2016,03,門診,65+,新竹市,865,20432,10018
2016,03,門診,65+,嘉義市,1202,22229,10020
2016,03,門診,65+,台北市,9105,173305,63000
2016,03,門診,65+,高雄市,10410,147466,64000
2016,03,門診,65+,新北市,13107,124192,65000
2016,03,門診,65+,台中市,9021,121553,66000
2016,03,門診,65+,台南市,5490,94566,67000
2016,03,門診,65+,桃園市,4818,71667,68000
2016,03,門診,7~12,連江縣,8,43,09007
2016,03,門診,7~12,金門縣,222,846,09020
2016,03,門診,7~12,宜蘭縣,1487,4111,10002
2016,03,門診,7~12,新竹縣,1939,6590,10004
2016,03,門診,7~12,苗栗縣,1356,4922,10005
2016,03,門診,7~12,彰化縣,3206,15073,10007
2016,03,門診,7~12,南投縣,1384,5652,10008
2016,03,門診,7~12,雲林縣,1987,7199,10009
2016,03,門診,7~12,嘉義縣,1020,3623,10010
2016,03,門診,7~12,屏東縣,1786,8059,10013
2016,03,門診,7~12,台東縣,484,1463,10014
2016,03,門診,7~12,花蓮縣,777,2877,10015
2016,03,門診,7~12,澎湖縣,159,1119,10016
2016,03,門診,7~12,基隆市,598,3363,10017
2016,03,門診,7~12,新竹市,1159,7174,10018
2016,03,門診,7~12,嘉義市,909,4832,10020
2016,03,門診,7~12,台北市,5365,26404,63000
2016,03,門診,7~12,高雄市,7451,31581,64000
2016,03,門診,7~12,新北市,11850,47560,65000
2016,03,門診,7~12,台中市,6624,37614,66000
2016,03,門診,7~12,台南市,4834,25864,67000
2016,03,門診,7~12,桃園市,5642,25158,68000
2016,03,門診,不詳,連江縣,0,1,09007
2016,03,門診,不詳,金門縣,0,2,09020
2016,03,門診,不詳,苗栗縣,0,1,10005
2016,03,門診,不詳,彰化縣,1,4,10007
2016,03,門診,不詳,嘉義縣,0,2,10010
2016,03,門診,不詳,台東縣,0,1,10014
2016,03,門診,不詳,花蓮縣,0,2,10015
2016,03,門診,不詳,台北市,2,22,63000
2016,03,門診,不詳,高雄市,0,3,64000
2016,03,門診,不詳,新北市,0,8,65000
2016,03,門診,不詳,台中市,2,9,66000
2016,03,門診,不詳,台南市,0,6,67000
2016,03,門診,不詳,桃園市,0,5,68000
2016,04,住院,0~2,金門縣,0,1,09020
2016,04,住院,0~2,宜蘭縣,0,32,10002
2016,04,住院,0~2,新竹縣,0,4,10004
2016,04,住院,0~2,苗栗縣,0,7,10005
2016,04,住院,0~2,彰化縣,3,61,10007
2016,04,住院,0~2,南投縣,1,12,10008
2016,04,住院,0~2,雲林縣,0,9,10009
