縣市別,鄉鎮別,年別,發生數
新北市,石門區,2020,3
新北市,石門區,2019,2
新北市,石門區,2018,3
新北市,石門區,2017,5
新北市,石門區,2016,5
新北市,石門區,2015,0
新北市,石門區,2014,3
新北市,石門區,2013,2
新北市,石門區,2012,2
新北市,石門區,2011,5
新北市,石門區,2010,2
新北市,石門區,2009,5
新北市,石門區,2008,5
新北市,石門區,2007,5
新北市,石門區,2006,2
新北市,石門區,2005,3
新北市,石碇區,2023,2
新北市,石碇區,2022,3
新北市,石碇區,2021,1
新北市,石碇區,2020,2
新北市,石碇區,2019,4
新北市,石碇區,2018,2
新北市,石碇區,2017,1
新北市,石碇區,2016,2
新北市,石碇區,2015,4
新北市,石碇區,2014,2
新北市,石碇區,2013,6
新北市,石碇區,2012,1
新北市,石碇區,2011,5
新北市,石碇區,2010,5
新北市,石碇區,2009,4
新北市,石碇區,2008,3
新北市,石碇區,2007,6
新北市,石碇區,2006,8
新北市,石碇區,2005,7
新北市,汐止區,2023,55
新北市,汐止區,2022,55
新北市,汐止區,2021,47
新北市,汐止區,2020,59
新北市,汐止區,2019,69
新北市,汐止區,2018,80
新北市,汐止區,2017,83
新北市,汐止區,2016,93
新北市,汐止區,2015,94
新北市,汐止區,2014,117
新北市,汐止區,2013,98
新北市,汐止區,2012,110
新北市,汐止區,2011,122
新北市,汐止區,2010,95
新北市,汐止區,2009,96
新北市,汐止區,2008,106
新北市,汐止區,2007,131
新北市,汐止區,2006,106
新北市,汐止區,2005,125
新北市,坪林區,2023,2
新北市,坪林區,2022,3
新北市,坪林區,2021,3
新北市,坪林區,2020,0
新北市,坪林區,2019,0
新北市,坪林區,2018,4
新北市,坪林區,2017,2
新北市,坪林區,2016,2
新北市,坪林區,2015,2
新北市,坪林區,2014,0
新北市,坪林區,2013,2
新北市,坪林區,2012,2
新北市,坪林區,2011,3
新北市,坪林區,2010,0
新北市,坪林區,2009,4
新北市,坪林區,2008,1
新北市,坪林區,2007,1
新北市,坪林區,2006,0
新北市,坪林區,2005,3
新北市,板橋區,2023,150
新北市,板橋區,2022,170
新北市,板橋區,2021,155
新北市,板橋區,2020,174
新北市,板橋區,2019,211
新北市,板橋區,2018,209
新北市,板橋區,2017,227
新北市,板橋區,2016,220
新北市,板橋區,2015,215
新北市,板橋區,2014,276
新北市,板橋區,2013,283
新北市,板橋區,2012,267
新北市,板橋區,2011,276
新北市,板橋區,2010,314
新北市,板橋區,2009,307
新北市,板橋區,2008,309
新北市,板橋區,2007,336
新北市,板橋區,2006,341
新北市,板橋區,2005,335
新北市,林口區,2023,21
新北市,林口區,2022,23
新北市,林口區,2021,25
新北市,林口區,2020,30
新北市,林口區,2019,21
新北市,林口區,2018,25
新北市,林口區,2017,29
新北市,林口區,2016,20
新北市,林口區,2015,28
新北市,林口區,2014,26
新北市,林口區,2013,27
新北市,林口區,2012,29
新北市,林口區,2011,31
新北市,林口區,2010,31
新北市,林口區,2009,28
新北市,林口區,2008,25
新北市,林口區,2007,26
新北市,林口區,2006,26
新北市,林口區,2005,30
新北市,金山區,2023,4
新北市,金山區,2022,2
新北市,金山區,2021,4
新北市,金山區,2020,5
新北市,金山區,2019,6
新北市,金山區,2018,6
新北市,金山區,2017,1
新北市,金山區,2016,6
新北市,金山區,2015,5
新北市,金山區,2014,8
新北市,金山區,2013,8
新北市,金山區,2012,8
新北市,金山區,2011,5
新北市,金山區,2010,7
新北市,金山區,2009,13
新北市,金山區,2008,13
新北市,金山區,2007,11
新北市,金山區,2006,16
新北市,金山區,2005,9
新北市,泰山區,2023,18
新北市,泰山區,2022,17
新北市,泰山區,2021,16
新北市,泰山區,2020,35
新北市,泰山區,2019,21
新北市,泰山區,2018,25
新北市,泰山區,2017,14
新北市,泰山區,2016,35
新北市,泰山區,2015,22
新北市,泰山區,2014,37
新北市,泰山區,2013,29
新北市,泰山區,2012,31
新北市,泰山區,2011,32
新北市,泰山區,2010,39
新北市,泰山區,2009,37
新北市,泰山區,2008,44
新北市,泰山區,2007,41
新北市,泰山區,2006,46
新北市,泰山區,2005,57
新北市,烏來區,2023,3
新北市,烏來區,2022,4
新北市,烏來區,2021,0
新北市,烏來區,2020,3
新北市,烏來區,2019,4
新北市,烏來區,2018,1
新北市,烏來區,2017,6
新北市,烏來區,2016,4
新北市,烏來區,2015,2
新北市,烏來區,2014,10
新北市,烏來區,2013,4
新北市,烏來區,2012,4
新北市,烏來區,2011,7
新北市,烏來區,2010,8
新北市,烏來區,2009,5
新北市,烏來區,2008,1
新北市,烏來區,2007,2
新北市,烏來區,2006,6
新北市,烏來區,2005,6
新北市,貢寮區,2023,1
新北市,貢寮區,2022,2
新北市,貢寮區,2021,2
新北市,貢寮區,2020,3
新北市,貢寮區,2019,4
新北市,貢寮區,2018,1
新北市,貢寮區,2017,1
新北市,貢寮區,2016,3
新北市,貢寮區,2015,2
新北市,貢寮區,2014,6
新北市,貢寮區,2013,11
新北市,貢寮區,2012,5
新北市,貢寮區,2011,3
新北市,貢寮區,2010,7
新北市,貢寮區,2009,6
新北市,貢寮區,2008,5
新北市,貢寮區,2007,8
新北市,貢寮區,2006,7
新北市,貢寮區,2005,7
新北市,淡水區,2023,48
新北市,淡水區,2022,40
新北市,淡水區,2021,33
新北市,淡水區,2020,45
新北市,淡水區,2019,69
新北市,淡水區,2018,63
新北市,淡水區,2017,60
新北市,淡水區,2016,56
新北市,淡水區,2015,77
新北市,淡水區,2014,58
新北市,淡水區,2013,61
新北市,淡水區,2012,69
新北市,淡水區,2011,74
新北市,淡水區,2010,75
新北市,淡水區,2009,94
新北市,淡水區,2008,81
新北市,淡水區,2007,79
新北市,淡水區,2006,70
新北市,淡水區,2005,71
新北市,深坑區,2023,15
新北市,深坑區,2022,8
新北市,深坑區,2021,2
新北市,深坑區,2020,7
新北市,深坑區,2019,5
新北市,深坑區,2018,15
新北市,深坑區,2017,11
新北市,深坑區,2016,9
新北市,深坑區,2015,13
新北市,深坑區,2014,8
新北市,深坑區,2013,9
新北市,深坑區,2012,13
新北市,深坑區,2011,13
新北市,深坑區,2010,20
新北市,深坑區,2009,14
新北市,深坑區,2008,20
新北市,深坑區,2007,16
新北市,深坑區,2006,19
新北市,深坑區,2005,14
新北市,新店區,2023,90
新北市,新店區,2022,89
新北市,新店區,2021,84
新北市,新店區,2020,92
新北市,新店區,2019,95
新北市,新店區,2018,129
新北市,新店區,2017,139
新北市,新店區,2016,146
新北市,新店區,2015,130
新北市,新店區,2014,136
新北市,新店區,2013,135
新北市,新店區,2012,148
新北市,新店區,2011,157
新北市,新店區,2010,152
新北市,新店區,2009,152
新北市,新店區,2008,179
新北市,新店區,2007,155
新北市,新店區,2006,173
新北市,新店區,2005,181
新北市,新莊區,2023,115
新北市,新莊區,2022,89
新北市,新莊區,2021,101
新北市,新莊區,2020,115
新北市,新莊區,2019,136
新北市,新莊區,2018,155
新北市,新莊區,2017,147
新北市,新莊區,2016,156
新北市,新莊區,2015,164
新北市,新莊區,2014,158
新北市,新莊區,2013,162
新北市,新莊區,2012,192
新北市,新莊區,2011,177
新北市,新莊區,2010,194
新北市,新莊區,2009,196
新北市,新莊區,2008,187
新北市,新莊區,2007,207
新北市,新莊區,2006,198
新北市,新莊區,2005,244
新北市,瑞芳區,2023,13
新北市,瑞芳區,2022,14
新北市,瑞芳區,2021,18
新北市,瑞芳區,2020,18
新北市,瑞芳區,2019,30
新北市,瑞芳區,2018,20
新北市,瑞芳區,2017,25
新北市,瑞芳區,2016,26
新北市,瑞芳區,2015,29
新北市,瑞芳區,2014,29
新北市,瑞芳區,2013,39
新北市,瑞芳區,2012,23
新北市,瑞芳區,2011,37
新北市,瑞芳區,2010,38
新北市,瑞芳區,2009,47
新北市,瑞芳區,2008,35
新北市,瑞芳區,2007,45
新北市,瑞芳區,2006,46
新北市,瑞芳區,2005,56
新北市,萬里區,2023,7
新北市,萬里區,2022,4
新北市,萬里區,2021,3
新北市,萬里區,2020,8
新北市,萬里區,2019,6
新北市,萬里區,2018,8
新北市,萬里區,2017,6
新北市,萬里區,2016,7
新北市,萬里區,2015,10
新北市,萬里區,2014,6
新北市,萬里區,2013,10
新北市,萬里區,2012,10
新北市,萬里區,2011,14
新北市,萬里區,2010,22
新北市,萬里區,2009,15
新北市,萬里區,2008,12
新北市,萬里區,2007,19
新北市,萬里區,2006,15
新北市,萬里區,2005,22
新北市,樹林區,2023,36
新北市,樹林區,2022,44
新北市,樹林區,2021,56
新北市,樹林區,2020,49
新北市,樹林區,2019,63
新北市,樹林區,2018,58
新北市,樹林區,2017,72
新北市,樹林區,2016,67
新北市,樹林區,2015,78
新北市,樹林區,2014,88
新北市,樹林區,2013,88
新北市,樹林區,2012,101
新北市,樹林區,2011,82
新北市,樹林區,2010,80
新北市,樹林區,2009,87
新北市,樹林區,2008,98
新北市,樹林區,2007,106
新北市,樹林區,2006,102
新北市,樹林區,2005,81
新北市,雙溪區,2023,3
新北市,雙溪區,2022,0
新北市,雙溪區,2021,1
新北市,雙溪區,2020,3
新北市,雙溪區,2019,3
新北市,雙溪區,2018,3
新北市,雙溪區,2017,1
新北市,雙溪區,2016,3
新北市,雙溪區,2015,2
新北市,雙溪區,2014,6
新北市,雙溪區,2013,11
新北市,雙溪區,2012,1
新北市,雙溪區,2011,9
新北市,雙溪區,2010,8
新北市,雙溪區,2009,2
新北市,雙溪區,2008,8
新北市,雙溪區,2007,8
新北市,雙溪區,2006,8
新北市,雙溪區,2005,10
新北市,蘆洲區,2023,51
新北市,蘆洲區,2022,43
新北市,蘆洲區,2021,42
新北市,蘆洲區,2020,65
新北市,蘆洲區,2019,58
新北市,蘆洲區,2018,65
新北市,蘆洲區,2017,71
新北市,蘆洲區,2016,55
新北市,蘆洲區,2015,71
新北市,蘆洲區,2014,70
新北市,蘆洲區,2013,67
新北市,蘆洲區,2012,84
新北市,蘆洲區,2011,90
新北市,蘆洲區,2010,78
新北市,蘆洲區,2009,93
新北市,蘆洲區,2008,94
新北市,蘆洲區,2007,99
新北市,蘆洲區,2006,77
新北市,蘆洲區,2005,118
新北市,鶯歌區,2023,23
新北市,鶯歌區,2022,24
新北市,鶯歌區,2021,39
新北市,鶯歌區,2020,27
新北市,鶯歌區,2019,32
新北市,鶯歌區,2018,44
新北市,鶯歌區,2017,43
新北市,鶯歌區,2016,46
新北市,鶯歌區,2015,36
新北市,鶯歌區,2014,59
新北市,鶯歌區,2013,73
新北市,鶯歌區,2012,47
新北市,鶯歌區,2011,48
新北市,鶯歌區,2010,49
新北市,鶯歌區,2009,41
新北市,鶯歌區,2008,51
新北市,鶯歌區,2007,64
新北市,鶯歌區,2006,58
新北市,鶯歌區,2005,63
新竹市,北區,2023,37
新竹市,北區,2022,33
新竹市,北區,2021,30
新竹市,北區,2020,28
新竹市,北區,2019,47
新竹市,北區,2018,39
新竹市,北區,2017,49
新竹市,北區,2016,39
新竹市,北區,2015,44
新竹市,北區,2014,60
新竹市,北區,2013,55
新竹市,北區,2012,43
新竹市,北區,2011,43
新竹市,北區,2010,59
新竹市,北區,2009,65
新竹市,北區,2008,60
新竹市,北區,2007,72
新竹市,北區,2006,60
新竹市,北區,2005,66
新竹市,東區,2023,32
新竹市,東區,2022,27
新竹市,東區,2021,42
新竹市,東區,2020,44
新竹市,東區,2019,37
新竹市,東區,2018,48
新竹市,東區,2017,57
新竹市,東區,2016,54
新竹市,東區,2015,54
新竹市,東區,2014,50
新竹市,東區,2013,71
新竹市,東區,2012,53
新竹市,東區,2011,70
新竹市,東區,2010,65
新竹市,東區,2009,57
新竹市,東區,2008,51
新竹市,東區,2007,79
新竹市,東區,2006,93
新竹市,東區,2005,83
新竹市,香山區,2023,20
新竹市,香山區,2022,21
新竹市,香山區,2021,15
新竹市,香山區,2020,11
新竹市,香山區,2019,27
新竹市,香山區,2018,16
新竹市,香山區,2017,16
新竹市,香山區,2016,26
新竹市,香山區,2015,25
新竹市,香山區,2014,28
新竹市,香山區,2013,22
新竹市,香山區,2012,25
新竹市,香山區,2011,16
新竹市,香山區,2010,28
新竹市,香山區,2009,27
新竹市,香山區,2008,23
新竹市,香山區,2007,30
新竹市,香山區,2006,43
新竹市,香山區,2005,40
新竹縣,五峰鄉,2023,5
新竹縣,五峰鄉,2022,4
新竹縣,五峰鄉,2021,7
新竹縣,五峰鄉,2020,5
新竹縣,五峰鄉,2019,5
新竹縣,五峰鄉,2018,7
新竹縣,五峰鄉,2017,7
新竹縣,五峰鄉,2016,8
新竹縣,五峰鄉,2015,13
新竹縣,五峰鄉,2014,4
新竹縣,五峰鄉,2013,10
新竹縣,五峰鄉,2012,10
新竹縣,五峰鄉,2011,10
新竹縣,五峰鄉,2010,13
新竹縣,五峰鄉,2009,14
新竹縣,五峰鄉,2008,12
新竹縣,五峰鄉,2007,14
新竹縣,五峰鄉,2006,15
新竹縣,五峰鄉,2005,21
新竹縣,北埔鄉,2023,1
新竹縣,北埔鄉,2022,0
新竹縣,北埔鄉,2021,2
新竹縣,北埔鄉,2020,2
新竹縣,北埔鄉,2019,4
新竹縣,北埔鄉,2018,2
新竹縣,北埔鄉,2017,1
新竹縣,北埔鄉,2016,5
新竹縣,北埔鄉,2015,2
新竹縣,北埔鄉,2014,6
新竹縣,北埔鄉,2013,3
新竹縣,北埔鄉,2012,4
新竹縣,北埔鄉,2011,1
新竹縣,北埔鄉,2010,6
新竹縣,北埔鄉,2009,0
新竹縣,北埔鄉,2008,1
新竹縣,北埔鄉,2007,8
新竹縣,北埔鄉,2006,5
新竹縣,北埔鄉,2005,3
新竹縣,尖石鄉,2023,8
新竹縣,尖石鄉,2022,8
新竹縣,尖石鄉,2021,8
新竹縣,尖石鄉,2020,8
新竹縣,尖石鄉,2019,9
新竹縣,尖石鄉,2018,7
新竹縣,尖石鄉,2017,3
新竹縣,尖石鄉,2016,4
新竹縣,尖石鄉,2015,10
新竹縣,尖石鄉,2014,13
新竹縣,尖石鄉,2013,19
新竹縣,尖石鄉,2012,8
新竹縣,尖石鄉,2011,15
新竹縣,尖石鄉,2010,20
新竹縣,尖石鄉,2009,19
新竹縣,尖石鄉,2008,11
新竹縣,尖石鄉,2007,12
新竹縣,尖石鄉,2006,21
新竹縣,尖石鄉,2005,29
新竹縣,竹北市,2023,14
新竹縣,竹北市,2022,24
新竹縣,竹北市,2021,30
新竹縣,竹北市,2020,14
新竹縣,竹北市,2019,42
新竹縣,竹北市,2018,39
新竹縣,竹北市,2017,38
新竹縣,竹北市,2016,40
新竹縣,竹北市,2015,33
新竹縣,竹北市,2014,39
新竹縣,竹北市,2013,35
新竹縣,竹北市,2012,33
新竹縣,竹北市,2011,34
新竹縣,竹北市,2010,40
新竹縣,竹北市,2009,38
新竹縣,竹北市,2008,40
新竹縣,竹北市,2007,40
新竹縣,竹北市,2006,44
新竹縣,竹北市,2005,32
新竹縣,竹東鎮,2023,27
新竹縣,竹東鎮,2022,36
新竹縣,竹東鎮,2021,44
新竹縣,竹東鎮,2020,45
新竹縣,竹東鎮,2019,39
新竹縣,竹東鎮,2018,48
新竹縣,竹東鎮,2017,49
新竹縣,竹東鎮,2016,43
新竹縣,竹東鎮,2015,42
新竹縣,竹東鎮,2014,46
新竹縣,竹東鎮,2013,38
新竹縣,竹東鎮,2012,42
新竹縣,竹東鎮,2011,59
新竹縣,竹東鎮,2010,50
新竹縣,竹東鎮,2009,63
新竹縣,竹東鎮,2008,62
新竹縣,竹東鎮,2007,59
新竹縣,竹東鎮,2006,76
新竹縣,竹東鎮,2005,61
新竹縣,芎林鄉,2023,3
新竹縣,芎林鄉,2022,2
新竹縣,芎林鄉,2021,5
新竹縣,芎林鄉,2020,4
新竹縣,芎林鄉,2019,4
新竹縣,芎林鄉,2018,2
新竹縣,芎林鄉,2017,5
新竹縣,芎林鄉,2016,6
新竹縣,芎林鄉,2015,6
新竹縣,芎林鄉,2014,14
新竹縣,芎林鄉,2013,8
新竹縣,芎林鄉,2012,4
新竹縣,芎林鄉,2011,6
新竹縣,芎林鄉,2010,6
新竹縣,芎林鄉,2009,10
新竹縣,芎林鄉,2008,3
新竹縣,芎林鄉,2007,12
新竹縣,芎林鄉,2006,7
新竹縣,芎林鄉,2005,5
新竹縣,峨眉鄉,2023,0
新竹縣,峨眉鄉,2022,1
新竹縣,峨眉鄉,2021,1
新竹縣,峨眉鄉,2020,0
新竹縣,峨眉鄉,2019,2
新竹縣,峨眉鄉,2018,0
新竹縣,峨眉鄉,2017,2
新竹縣,峨眉鄉,2016,2
新竹縣,峨眉鄉,2015,0
新竹縣,峨眉鄉,2014,1
新竹縣,峨眉鄉,2013,1
新竹縣,峨眉鄉,2012,2
新竹縣,峨眉鄉,2011,3
新竹縣,峨眉鄉,2010,2
新竹縣,峨眉鄉,2009,4
新竹縣,峨眉鄉,2008,1
新竹縣,峨眉鄉,2007,1
新竹縣,峨眉鄉,2006,2
新竹縣,峨眉鄉,2005,3
新竹縣,湖口鄉,2023,16
新竹縣,湖口鄉,2022,14
新竹縣,湖口鄉,2021,24
新竹縣,湖口鄉,2020,15
新竹縣,湖口鄉,2019,22
新竹縣,湖口鄉,2018,20
新竹縣,湖口鄉,2017,27
新竹縣,湖口鄉,2016,29
新竹縣,湖口鄉,2015,35
新竹縣,湖口鄉,2014,18
新竹縣,湖口鄉,2013,30
新竹縣,湖口鄉,2012,25
新竹縣,湖口鄉,2011,33
新竹縣,湖口鄉,2010,31
新竹縣,湖口鄉,2009,35
新竹縣,湖口鄉,2008,25
新竹縣,湖口鄉,2007,34
新竹縣,湖口鄉,2006,36
新竹縣,湖口鄉,2005,38
新竹縣,新埔鎮,2023,8
新竹縣,新埔鎮,2022,7
新竹縣,新埔鎮,2021,9
新竹縣,新埔鎮,2020,6
新竹縣,新埔鎮,2019,20
新竹縣,新埔鎮,2018,8
新竹縣,新埔鎮,2017,12
新竹縣,新埔鎮,2016,11
新竹縣,新埔鎮,2015,16
新竹縣,新埔鎮,2014,14
新竹縣,新埔鎮,2013,10
新竹縣,新埔鎮,2012,9
新竹縣,新埔鎮,2011,7
新竹縣,新埔鎮,2010,15
新竹縣,新埔鎮,2009,18
新竹縣,新埔鎮,2008,9
新竹縣,新埔鎮,2007,15
新竹縣,新埔鎮,2006,31
新竹縣,新埔鎮,2005,16
新竹縣,新豐鄉,2023,4
新竹縣,新豐鄉,2022,8
新竹縣,新豐鄉,2021,13
新竹縣,新豐鄉,2020,10
新竹縣,新豐鄉,2019,16
新竹縣,新豐鄉,2018,11
新竹縣,新豐鄉,2017,10
新竹縣,新豐鄉,2016,13
新竹縣,新豐鄉,2015,22
新竹縣,新豐鄉,2014,15
新竹縣,新豐鄉,2013,11
新竹縣,新豐鄉,2012,17
新竹縣,新豐鄉,2011,19
新竹縣,新豐鄉,2010,19
新竹縣,新豐鄉,2009,11
新竹縣,新豐鄉,2008,12
新竹縣,新豐鄉,2007,19
新竹縣,新豐鄉,2006,12
新竹縣,新豐鄉,2005,23
新竹縣,橫山鄉,2023,7
新竹縣,橫山鄉,2022,4
新竹縣,橫山鄉,2021,3
新竹縣,橫山鄉,2020,3
新竹縣,橫山鄉,2019,10
新竹縣,橫山鄉,2018,2
新竹縣,橫山鄉,2017,5
新竹縣,橫山鄉,2016,3
新竹縣,橫山鄉,2015,7
新竹縣,橫山鄉,2014,4
新竹縣,橫山鄉,2013,5
新竹縣,橫山鄉,2012,4
新竹縣,橫山鄉,2011,7
新竹縣,橫山鄉,2010,5
新竹縣,橫山鄉,2009,14
新竹縣,橫山鄉,2008,4
新竹縣,橫山鄉,2007,12
新竹縣,橫山鄉,2006,17
新竹縣,橫山鄉,2005,6
新竹縣,關西鎮,2023,8
新竹縣,關西鎮,2022,1
新竹縣,關西鎮,2021,9
新竹縣,關西鎮,2020,7
新竹縣,關西鎮,2019,13
新竹縣,關西鎮,2018,6
新竹縣,關西鎮,2017,8
新竹縣,關西鎮,2016,13
新竹縣,關西鎮,2015,7
新竹縣,關西鎮,2014,10
新竹縣,關西鎮,2013,11
新竹縣,關西鎮,2012,12
新竹縣,關西鎮,2011,9
新竹縣,關西鎮,2010,14
新竹縣,關西鎮,2009,10
新竹縣,關西鎮,2008,9
新竹縣,關西鎮,2007,11
新竹縣,關西鎮,2006,16
新竹縣,關西鎮,2005,13
新竹縣,寶山鄉,2023,4
新竹縣,寶山鄉,2022,3
新竹縣,寶山鄉,2021,2
新竹縣,寶山鄉,2020,5
新竹縣,寶山鄉,2019,4
新竹縣,寶山鄉,2018,1
新竹縣,寶山鄉,2017,3
新竹縣,寶山鄉,2016,3
新竹縣,寶山鄉,2015,4
新竹縣,寶山鄉,2014,6
新竹縣,寶山鄉,2013,2
新竹縣,寶山鄉,2012,5
新竹縣,寶山鄉,2011,5
新竹縣,寶山鄉,2010,2
新竹縣,寶山鄉,2009,1
新竹縣,寶山鄉,2008,7
新竹縣,寶山鄉,2007,1
新竹縣,寶山鄉,2006,4
新竹縣,寶山鄉,2005,2
嘉義市,西區,2023,40
嘉義市,西區,2022,37
嘉義市,西區,2021,41
嘉義市,西區,2020,56
嘉義市,西區,2019,35
嘉義市,西區,2018,45
嘉義市,西區,2017,46
嘉義市,西區,2016,75
嘉義市,西區,2015,60
嘉義市,西區,2014,80
嘉義市,西區,2013,90
嘉義市,西區,2012,74
嘉義市,西區,2011,76
嘉義市,西區,2010,87
嘉義市,西區,2009,81
嘉義市,西區,2008,82
嘉義市,西區,2007,101
嘉義市,西區,2006,73
嘉義市,西區,2005,89
嘉義市,東區,2023,25
嘉義市,東區,2022,35
嘉義市,東區,2021,14
嘉義市,東區,2020,49
嘉義市,東區,2019,34
嘉義市,東區,2018,45
嘉義市,東區,2017,48
嘉義市,東區,2016,41
嘉義市,東區,2015,38
嘉義市,東區,2014,47
嘉義市,東區,2013,44
嘉義市,東區,2012,54
嘉義市,東區,2011,50
嘉義市,東區,2010,57
嘉義市,東區,2009,53
嘉義市,東區,2008,63
嘉義市,東區,2007,69
嘉義市,東區,2006,63
嘉義市,東區,2005,55
嘉義縣,大林鎮,2023,9
嘉義縣,大林鎮,2022,8
嘉義縣,大林鎮,2021,16
嘉義縣,大林鎮,2020,17
嘉義縣,大林鎮,2019,13
嘉義縣,大林鎮,2018,16
嘉義縣,大林鎮,2017,7
嘉義縣,大林鎮,2016,17
嘉義縣,大林鎮,2015,23
嘉義縣,大林鎮,2014,23
嘉義縣,大林鎮,2013,23
嘉義縣,大林鎮,2012,23
嘉義縣,大林鎮,2011,29
嘉義縣,大林鎮,2010,24
嘉義縣,大林鎮,2009,19
嘉義縣,大林鎮,2008,23
嘉義縣,大林鎮,2007,28
嘉義縣,大林鎮,2006,26
嘉義縣,大林鎮,2005,26
嘉義縣,大埔鄉,2023,0
嘉義縣,大埔鄉,2022,0
嘉義縣,大埔鄉,2021,0
嘉義縣,大埔鄉,2020,0
嘉義縣,大埔鄉,2019,0
嘉義縣,大埔鄉,2018,0
嘉義縣,大埔鄉,2017,1
嘉義縣,大埔鄉,2016,2
嘉義縣,大埔鄉,2015,0
嘉義縣,大埔鄉,2014,2
嘉義縣,大埔鄉,2013,1
嘉義縣,大埔鄉,2012,1
嘉義縣,大埔鄉,2011,0
嘉義縣,大埔鄉,2010,1
嘉義縣,大埔鄉,2009,0
嘉義縣,大埔鄉,2008,0
嘉義縣,大埔鄉,2007,1
嘉義縣,大埔鄉,2006,1
嘉義縣,大埔鄉,2005,1
嘉義縣,中埔鄉,2023,13
嘉義縣,中埔鄉,2022,11
嘉義縣,中埔鄉,2021,14
嘉義縣,中埔鄉,2020,7
嘉義縣,中埔鄉,2019,16
嘉義縣,中埔鄉,2018,13
嘉義縣,中埔鄉,2017,19
嘉義縣,中埔鄉,2016,13
嘉義縣,中埔鄉,2015,17
嘉義縣,中埔鄉,2014,13
嘉義縣,中埔鄉,2013,19
嘉義縣,中埔鄉,2012,26
嘉義縣,中埔鄉,2011,22
嘉義縣,中埔鄉,2010,22
嘉義縣,中埔鄉,2009,13
嘉義縣,中埔鄉,2008,20
嘉義縣,中埔鄉,2007,28
嘉義縣,中埔鄉,2006,21
嘉義縣,中埔鄉,2005,27
嘉義縣,六腳鄉,2023,7
嘉義縣,六腳鄉,2022,15
嘉義縣,六腳鄉,2021,10
嘉義縣,六腳鄉,2020,12
嘉義縣,六腳鄉,2019,14
嘉義縣,六腳鄉,2018,9
嘉義縣,六腳鄉,2017,13
嘉義縣,六腳鄉,2016,14
嘉義縣,六腳鄉,2015,12
嘉義縣,六腳鄉,2014,16
嘉義縣,六腳鄉,2013,14
嘉義縣,六腳鄉,2012,15
嘉義縣,六腳鄉,2011,24
嘉義縣,六腳鄉,2010,20
嘉義縣,六腳鄉,2009,27
嘉義縣,六腳鄉,2008,21
嘉義縣,六腳鄉,2007,24
嘉義縣,六腳鄉,2006,20
嘉義縣,六腳鄉,2005,28
嘉義縣,太保市,2023,4
嘉義縣,太保市,2022,8
嘉義縣,太保市,2021,14
嘉義縣,太保市,2020,13
嘉義縣,太保市,2019,13
嘉義縣,太保市,2018,11
嘉義縣,太保市,2017,13
嘉義縣,太保市,2016,12
嘉義縣,太保市,2015,8
嘉義縣,太保市,2014,14
嘉義縣,太保市,2013,14
嘉義縣,太保市,2012,19
嘉義縣,太保市,2011,16
嘉義縣,太保市,2010,21
嘉義縣,太保市,2009,13
嘉義縣,太保市,2008,14
嘉義縣,太保市,2007,11
嘉義縣,太保市,2006,11
嘉義縣,太保市,2005,26
嘉義縣,水上鄉,2023,15
嘉義縣,水上鄉,2022,11
嘉義縣,水上鄉,2021,18
嘉義縣,水上鄉,2020,15
嘉義縣,水上鄉,2019,14
嘉義縣,水上鄉,2018,18
嘉義縣,水上鄉,2017,22
嘉義縣,水上鄉,2016,29
嘉義縣,水上鄉,2015,20
嘉義縣,水上鄉,2014,26
嘉義縣,水上鄉,2013,21
嘉義縣,水上鄉,2012,21
嘉義縣,水上鄉,2011,26
嘉義縣,水上鄉,2010,24
嘉義縣,水上鄉,2009,22
嘉義縣,水上鄉,2008,28
嘉義縣,水上鄉,2007,38
嘉義縣,水上鄉,2006,28
嘉義縣,水上鄉,2005,33
嘉義縣,布袋鎮,2023,8
嘉義縣,布袋鎮,2022,4
嘉義縣,布袋鎮,2021,12
嘉義縣,布袋鎮,2020,6
嘉義縣,布袋鎮,2019,9
嘉義縣,布袋鎮,2018,8
嘉義縣,布袋鎮,2017,7
嘉義縣,布袋鎮,2016,12
嘉義縣,布袋鎮,2015,12
嘉義縣,布袋鎮,2014,12
嘉義縣,布袋鎮,2013,8
嘉義縣,布袋鎮,2012,16
嘉義縣,布袋鎮,2011,12
嘉義縣,布袋鎮,2010,9
嘉義縣,布袋鎮,2009,15
嘉義縣,布袋鎮,2008,22
嘉義縣,布袋鎮,2007,13
嘉義縣,布袋鎮,2006,18
嘉義縣,布袋鎮,2005,24
嘉義縣,民雄鄉,2023,17
嘉義縣,民雄鄉,2022,12
嘉義縣,民雄鄉,2021,16
嘉義縣,民雄鄉,2020,24
嘉義縣,民雄鄉,2019,19
嘉義縣,民雄鄉,2018,27
嘉義縣,民雄鄉,2017,31
嘉義縣,民雄鄉,2016,25
嘉義縣,民雄鄉,2015,23
嘉義縣,民雄鄉,2014,31
嘉義縣,民雄鄉,2013,41
嘉義縣,民雄鄉,2012,46
嘉義縣,民雄鄉,2011,42
嘉義縣,民雄鄉,2010,37
嘉義縣,民雄鄉,2009,42
嘉義縣,民雄鄉,2008,46
嘉義縣,民雄鄉,2007,45
嘉義縣,民雄鄉,2006,34
嘉義縣,民雄鄉,2005,41
嘉義縣,朴子市,2023,12
嘉義縣,朴子市,2022,14
嘉義縣,朴子市,2021,24
嘉義縣,朴子市,2020,12
嘉義縣,朴子市,2019,13
嘉義縣,朴子市,2018,14
嘉義縣,朴子市,2017,23
