年,週,年齡別,縣市,腸病毒急診就診人次
2007,26,4-6,澎湖縣,3
2007,26,4-6,宜蘭縣,3
2007,26,4-6,新北市,4
2007,26,4-6,新竹市,10
2007,26,4-6,新竹縣,1
2007,26,4-6,花蓮縣,1
2007,26,4-6,金門縣,1
2007,26,4-6,高雄市,18
2007,26,4-6,台北市,18
2007,26,4-6,台中市,11
2007,26,4-6,台南市,3
2007,26,4-6,台東縣,2
2007,26,4-6,基隆市,3
2007,26,7-15,桃園市,3
2007,26,7-15,彰化縣,2
2007,26,7-15,新北市,3
2007,26,7-15,新竹市,3
2007,26,7-15,高雄市,6
2007,26,7-15,台北市,8
2007,26,7-15,台中市,2
2007,26,7-15,台南市,5
2007,26,7-15,基隆市,2
2007,27,0,嘉義市,1
2007,27,0,桃園市,6
2007,27,0,屏東縣,6
2007,27,0,南投縣,3
2007,27,0,彰化縣,7
2007,27,0,宜蘭縣,1
2007,27,0,新北市,8
2007,27,0,新竹市,9
2007,27,0,花蓮縣,2
2007,27,0,苗栗縣,1
2007,27,0,高雄市,16
2007,27,0,台北市,22
2007,27,0,台中市,9
2007,27,0,台南市,8
2007,27,0,雲林縣,3
2007,27,0,基隆市,1
2007,27,1-3,嘉義市,5
2007,27,1-3,嘉義縣,6
2007,27,1-3,桃園市,47
2007,27,1-3,屏東縣,14
2007,27,1-3,南投縣,11
2007,27,1-3,彰化縣,35
2007,27,1-3,澎湖縣,4
2007,27,1-3,宜蘭縣,7
2007,27,1-3,新北市,44
2007,27,1-3,新竹市,26
2007,27,1-3,新竹縣,6
2007,27,1-3,花蓮縣,15
2007,27,1-3,金門縣,3
2007,27,1-3,苗栗縣,5
2007,27,1-3,高雄市,59
2007,27,1-3,台北市,49
2007,27,1-3,台中市,51
2007,27,1-3,台南市,53
2007,27,1-3,台東縣,6
2007,27,1-3,雲林縣,10
2007,27,1-3,基隆市,5
2007,27,16+,桃園市,1
2007,27,16+,高雄市,1
2007,27,16+,台北市,1
2007,27,16+,台南市,1
2007,27,16+,基隆市,1
2007,27,4-6,嘉義市,4
2007,27,4-6,嘉義縣,1
2007,27,4-6,桃園市,18
2007,27,4-6,屏東縣,6
2007,27,4-6,南投縣,1
2007,27,4-6,彰化縣,10
2007,27,4-6,澎湖縣,1
2007,27,4-6,宜蘭縣,3
2007,27,4-6,新北市,17
2007,27,4-6,新竹市,6
2007,27,4-6,新竹縣,1
2007,27,4-6,花蓮縣,8
2007,27,4-6,金門縣,1
2007,27,4-6,苗栗縣,1
2007,27,4-6,高雄市,15
2007,27,4-6,台北市,28
2007,27,4-6,台中市,17
2007,27,4-6,台南市,10
2007,27,4-6,雲林縣,2
2007,27,4-6,基隆市,6
2007,27,7-15,桃園市,2
2007,27,7-15,屏東縣,1
2007,27,7-15,宜蘭縣,1
2007,27,7-15,新北市,3
2007,27,7-15,新竹市,2
2007,27,7-15,高雄市,3
2007,27,7-15,台北市,9
2007,27,7-15,台中市,2
2007,27,7-15,台南市,2
2007,28,0,桃園市,9
2007,28,0,屏東縣,4
2007,28,0,南投縣,1
2007,28,0,彰化縣,4
2007,28,0,澎湖縣,3
2007,28,0,宜蘭縣,1
2007,28,0,新北市,3
2007,28,0,新竹市,10
2007,28,0,花蓮縣,3
2007,28,0,高雄市,11
2007,28,0,台北市,16
2007,28,0,台中市,11
2007,28,0,台南市,11
2007,28,0,台東縣,2
2007,28,0,雲林縣,2
2007,28,0,基隆市,2
2007,28,1-3,嘉義市,4
2007,28,1-3,嘉義縣,3
2007,28,1-3,桃園市,35
2007,28,1-3,屏東縣,22
2007,28,1-3,南投縣,18
2007,28,1-3,彰化縣,22
2007,28,1-3,澎湖縣,3
2007,28,1-3,宜蘭縣,7
2007,28,1-3,新北市,39
2007,28,1-3,新竹市,36
2007,28,1-3,新竹縣,1
2007,28,1-3,花蓮縣,10
2007,28,1-3,苗栗縣,10
2007,28,1-3,高雄市,50
2007,28,1-3,台北市,68
2007,28,1-3,台中市,36
2007,28,1-3,台南市,53
2007,28,1-3,台東縣,4
2007,28,1-3,雲林縣,7
2007,28,1-3,基隆市,9
2007,28,16+,高雄市,1
2007,28,4-6,嘉義市,3
2007,28,4-6,桃園市,9
2007,28,4-6,屏東縣,1
2007,28,4-6,南投縣,6
2007,28,4-6,彰化縣,7
2007,28,4-6,澎湖縣,1
2007,28,4-6,宜蘭縣,2
2007,28,4-6,新北市,15
2007,28,4-6,新竹市,12
2007,28,4-6,新竹縣,1
2007,28,4-6,金門縣,1
2007,28,4-6,苗栗縣,2
2007,28,4-6,高雄市,14
2007,28,4-6,台北市,22
2007,28,4-6,台中市,7
2007,28,4-6,台南市,11
2007,28,4-6,台東縣,1
2007,28,4-6,雲林縣,1
2007,28,4-6,基隆市,1
2007,28,7-15,宜蘭縣,1
2007,28,7-15,新北市,3
2007,28,7-15,新竹市,2
2007,28,7-15,新竹縣,1
2007,28,7-15,高雄市,2
2007,28,7-15,台北市,8
2007,28,7-15,台中市,2
2007,28,7-15,台南市,4
2007,28,7-15,台東縣,1
2007,29,0,嘉義市,1
2007,29,0,桃園市,15
2007,29,0,屏東縣,5
2007,29,0,南投縣,2
2007,29,0,彰化縣,5
2007,29,0,澎湖縣,2
2007,29,0,新北市,11
2007,29,0,新竹市,9
2007,29,0,新竹縣,1
2007,29,0,花蓮縣,1
2007,29,0,苗栗縣,5
2007,29,0,高雄市,13
2007,29,0,台北市,7
2007,29,0,台中市,16
2007,29,0,台南市,22
2007,29,0,基隆市,3
2007,29,1-3,嘉義市,3
2007,29,1-3,嘉義縣,1
2007,29,1-3,桃園市,59
2007,29,1-3,屏東縣,17
2007,29,1-3,南投縣,16
2007,29,1-3,彰化縣,20
2007,29,1-3,澎湖縣,7
2007,29,1-3,宜蘭縣,8
2007,29,1-3,新北市,47
2007,29,1-3,新竹市,25
2007,29,1-3,新竹縣,8
2007,29,1-3,花蓮縣,6
2007,29,1-3,苗栗縣,9
2007,29,1-3,高雄市,66
2007,29,1-3,台北市,75
2007,29,1-3,台中市,48
2007,29,1-3,台南市,74
2007,29,1-3,台東縣,3
2007,29,1-3,雲林縣,5
2007,29,1-3,基隆市,6
2007,29,16+,桃園市,1
2007,29,16+,高雄市,2
2007,29,16+,台北市,1
2007,29,16+,台南市,1
2007,29,4-6,嘉義市,4
2007,29,4-6,桃園市,12
2007,29,4-6,屏東縣,5
2007,29,4-6,南投縣,6
2007,29,4-6,彰化縣,4
2007,29,4-6,澎湖縣,4
2007,29,4-6,宜蘭縣,2
2007,29,4-6,新北市,11
2007,29,4-6,新竹市,9
2007,29,4-6,新竹縣,5
2007,29,4-6,花蓮縣,2
2007,29,4-6,苗栗縣,1
2007,29,4-6,高雄市,20
2007,29,4-6,台北市,19
2007,29,4-6,台中市,6
2007,29,4-6,台南市,18
2007,29,4-6,雲林縣,1
2007,29,4-6,基隆市,7
2007,29,7-15,桃園市,1
2007,29,7-15,屏東縣,1
2007,29,7-15,彰化縣,1
2007,29,7-15,澎湖縣,1
2007,29,7-15,新北市,2
2007,29,7-15,新竹市,1
2007,29,7-15,新竹縣,1
2007,29,7-15,花蓮縣,3
2007,29,7-15,金門縣,1
2007,29,7-15,高雄市,4
2007,29,7-15,台北市,8
2007,29,7-15,台南市,3
2007,29,7-15,基隆市,1
2007,30,0,桃園市,11
2007,30,0,屏東縣,3
2007,30,0,南投縣,5
2007,30,0,彰化縣,4
2007,30,0,澎湖縣,2
2007,30,0,宜蘭縣,1
2007,30,0,新北市,10
2007,30,0,新竹市,14
2007,30,0,花蓮縣,5
2007,30,0,高雄市,13
2007,30,0,台北市,13
2007,30,0,台中市,10
2007,30,0,台南市,12
2007,30,0,台東縣,1
2007,30,0,雲林縣,3
2007,30,0,基隆市,1
2007,30,1-3,嘉義市,6
2007,30,1-3,嘉義縣,2
2007,30,1-3,桃園市,57
2007,30,1-3,屏東縣,17
2007,30,1-3,南投縣,12
2007,30,1-3,彰化縣,12
2007,30,1-3,澎湖縣,6
2007,30,1-3,宜蘭縣,8
2007,30,1-3,新北市,48
2007,30,1-3,新竹市,25
2007,30,1-3,新竹縣,3
2007,30,1-3,花蓮縣,9
2007,30,1-3,苗栗縣,9
2007,30,1-3,高雄市,54
2007,30,1-3,台北市,84
2007,30,1-3,台中市,42
2007,30,1-3,台南市,60
2007,30,1-3,台東縣,2
2007,30,1-3,雲林縣,5
2007,30,1-3,基隆市,14
2007,30,16+,桃園市,1
2007,30,16+,新北市,1
2007,30,4-6,嘉義市,2
2007,30,4-6,桃園市,19
2007,30,4-6,屏東縣,3
2007,30,4-6,南投縣,1
2007,30,4-6,彰化縣,5
2007,30,4-6,澎湖縣,3
2007,30,4-6,宜蘭縣,2
2007,30,4-6,新北市,10
2007,30,4-6,新竹市,8
2007,30,4-6,新竹縣,2
2007,30,4-6,花蓮縣,5
2007,30,4-6,金門縣,1
2007,30,4-6,苗栗縣,2
2007,30,4-6,高雄市,9
2007,30,4-6,台北市,17
2007,30,4-6,台中市,11
2007,30,4-6,台南市,19
2007,30,4-6,雲林縣,3
2007,30,7-15,嘉義縣,1
2007,30,7-15,桃園市,1
2007,30,7-15,新北市,3
2007,30,7-15,新竹縣,1
2007,30,7-15,高雄市,2
2007,30,7-15,台北市,4
2007,30,7-15,台中市,7
2007,30,7-15,台南市,1
2007,30,7-15,雲林縣,1
2007,30,7-15,基隆市,1
2007,31,0,嘉義市,4
2007,31,0,嘉義縣,1
2007,31,0,桃園市,19
2007,31,0,屏東縣,4
2007,31,0,南投縣,2
2007,31,0,彰化縣,12
2007,31,0,澎湖縣,1
2007,31,0,新北市,14
2007,31,0,新竹市,7
2007,31,0,新竹縣,1
2007,31,0,苗栗縣,2
2007,31,0,高雄市,5
2007,31,0,台北市,23
2007,31,0,台中市,17
2007,31,0,台南市,10
2007,31,0,台東縣,2
2007,31,0,雲林縣,1
2007,31,0,基隆市,2
2007,31,1-3,嘉義市,13
2007,31,1-3,嘉義縣,7
2007,31,1-3,桃園市,41
2007,31,1-3,屏東縣,16
2007,31,1-3,南投縣,11
2007,31,1-3,彰化縣,18
2007,31,1-3,澎湖縣,13
2007,31,1-3,宜蘭縣,4
2007,31,1-3,新北市,49
2007,31,1-3,新竹市,27
2007,31,1-3,新竹縣,8
2007,31,1-3,花蓮縣,6
2007,31,1-3,苗栗縣,16
2007,31,1-3,高雄市,53
2007,31,1-3,台北市,63
2007,31,1-3,台中市,44
2007,31,1-3,台南市,58
2007,31,1-3,台東縣,4
2007,31,1-3,雲林縣,5
2007,31,1-3,基隆市,6
2007,31,16+,嘉義市,1
2007,31,16+,苗栗縣,1
2007,31,16+,高雄市,1
2007,31,16+,台中市,2
2007,31,16+,雲林縣,1
2007,31,16+,基隆市,1
2007,31,4-6,嘉義市,10
2007,31,4-6,嘉義縣,3
2007,31,4-6,桃園市,11
2007,31,4-6,屏東縣,1
2007,31,4-6,南投縣,3
2007,31,4-6,彰化縣,2
2007,31,4-6,澎湖縣,6
2007,31,4-6,宜蘭縣,1
2007,31,4-6,新北市,5
2007,31,4-6,新竹市,4
2007,31,4-6,新竹縣,1
2007,31,4-6,花蓮縣,3
2007,31,4-6,苗栗縣,4
2007,31,4-6,高雄市,14
2007,31,4-6,台北市,13
2007,31,4-6,台中市,12
2007,31,4-6,台南市,15
2007,31,4-6,台東縣,1
2007,31,4-6,基隆市,1
2007,31,7-15,嘉義市,2
2007,31,7-15,嘉義縣,1
2007,31,7-15,彰化縣,3
2007,31,7-15,澎湖縣,1
2007,31,7-15,新北市,1
2007,31,7-15,新竹市,2
2007,31,7-15,高雄市,3
2007,31,7-15,台北市,4
2007,31,7-15,台中市,1
2007,31,7-15,台南市,1
2007,31,7-15,基隆市,1
2007,32,0,嘉義市,2
2007,32,0,桃園市,11
2007,32,0,屏東縣,1
2007,32,0,彰化縣,7
2007,32,0,澎湖縣,4
2007,32,0,宜蘭縣,2
2007,32,0,新北市,9
2007,32,0,新竹市,7
2007,32,0,新竹縣,1
2007,32,0,苗栗縣,1
2007,32,0,高雄市,6
2007,32,0,台北市,19
2007,32,0,台中市,10
2007,32,0,台南市,7
2007,32,0,基隆市,7
2007,32,1-3,嘉義市,8
2007,32,1-3,嘉義縣,4
2007,32,1-3,桃園市,33
2007,32,1-3,屏東縣,4
2007,32,1-3,南投縣,6
2007,32,1-3,彰化縣,23
2007,32,1-3,澎湖縣,7
2007,32,1-3,宜蘭縣,7
2007,32,1-3,新北市,48
2007,32,1-3,新竹市,25
2007,32,1-3,新竹縣,6
2007,32,1-3,花蓮縣,6
2007,32,1-3,苗栗縣,17
2007,32,1-3,高雄市,31
2007,32,1-3,台北市,73
2007,32,1-3,台中市,45
2007,32,1-3,台南市,33
2007,32,1-3,台東縣,1
2007,32,1-3,雲林縣,5
2007,32,1-3,基隆市,13
2007,32,16+,宜蘭縣,1
2007,32,16+,新北市,1
2007,32,16+,苗栗縣,9
2007,32,16+,台北市,1
2007,32,16+,台中市,1
2007,32,4-6,嘉義市,3
2007,32,4-6,嘉義縣,4
2007,32,4-6,桃園市,5
2007,32,4-6,屏東縣,3
2007,32,4-6,南投縣,2
2007,32,4-6,彰化縣,1
2007,32,4-6,澎湖縣,2
2007,32,4-6,宜蘭縣,3
2007,32,4-6,新北市,14
2007,32,4-6,花蓮縣,2
2007,32,4-6,金門縣,1
2007,32,4-6,苗栗縣,1
2007,32,4-6,高雄市,11
2007,32,4-6,台北市,15
2007,32,4-6,台中市,9
2007,32,4-6,台南市,6
2007,32,4-6,雲林縣,1
2007,32,4-6,基隆市,1
2007,32,7-15,嘉義市,2
2007,32,7-15,桃園市,2
2007,32,7-15,南投縣,1
2007,32,7-15,彰化縣,1
2007,32,7-15,新北市,2
2007,32,7-15,新竹市,1
2007,32,7-15,高雄市,9
2007,32,7-15,台北市,8
2007,33,0,嘉義市,1
2007,33,0,桃園市,14
2007,33,0,屏東縣,1
2007,33,0,南投縣,2
2007,33,0,彰化縣,4
2007,33,0,新北市,10
2007,33,0,新竹市,6
2007,33,0,新竹縣,2
2007,33,0,苗栗縣,4
2007,33,0,高雄市,6
2007,33,0,台北市,17
2007,33,0,台中市,15
2007,33,0,台南市,8
2007,33,0,台東縣,1
2007,33,0,雲林縣,1
2007,33,0,基隆市,2
2007,33,1-3,嘉義市,8
2007,33,1-3,嘉義縣,5
2007,33,1-3,桃園市,26
2007,33,1-3,屏東縣,5
2007,33,1-3,南投縣,4
2007,33,1-3,彰化縣,11
2007,33,1-3,澎湖縣,6
2007,33,1-3,宜蘭縣,10
2007,33,1-3,新北市,39
2007,33,1-3,新竹市,16
2007,33,1-3,新竹縣,1
2007,33,1-3,花蓮縣,4
2007,33,1-3,苗栗縣,5
2007,33,1-3,高雄市,26
2007,33,1-3,台北市,46
2007,33,1-3,台中市,18
2007,33,1-3,台南市,32
2007,33,1-3,台東縣,4
2007,33,1-3,雲林縣,4
2007,33,1-3,基隆市,6
2007,33,16+,苗栗縣,20
2007,33,16+,高雄市,1
2007,33,16+,台中市,1
2007,33,4-6,嘉義市,4
2007,33,4-6,嘉義縣,3
2007,33,4-6,桃園市,6
2007,33,4-6,屏東縣,3
2007,33,4-6,南投縣,2
2007,33,4-6,彰化縣,3
2007,33,4-6,澎湖縣,6
2007,33,4-6,宜蘭縣,3
2007,33,4-6,新北市,11
2007,33,4-6,新竹市,2
2007,33,4-6,新竹縣,2
2007,33,4-6,苗栗縣,4
2007,33,4-6,高雄市,10
2007,33,4-6,台北市,13
2007,33,4-6,台中市,5
2007,33,4-6,台南市,8
2007,33,4-6,基隆市,2
2007,33,7-15,桃園市,1
2007,33,7-15,屏東縣,1
2007,33,7-15,彰化縣,1
2007,33,7-15,澎湖縣,1
2007,33,7-15,新北市,3
2007,33,7-15,苗栗縣,1
2007,33,7-15,高雄市,3
2007,33,7-15,台中市,1
2007,34,0,嘉義市,2
2007,34,0,嘉義縣,3
2007,34,0,桃園市,7
2007,34,0,屏東縣,2
2007,34,0,彰化縣,3
2007,34,0,澎湖縣,3
2007,34,0,宜蘭縣,1
2007,34,0,新竹市,4
2007,34,0,新竹縣,1
2007,34,0,花蓮縣,1
2007,34,0,苗栗縣,1
2007,34,0,高雄市,4
2007,34,0,台北市,15
2007,34,0,台中市,5
2007,34,0,台南市,13
2007,34,0,台東縣,1
2007,34,0,雲林縣,2
2007,34,1-3,嘉義市,6
2007,34,1-3,嘉義縣,3
2007,34,1-3,桃園市,40
2007,34,1-3,屏東縣,5
2007,34,1-3,南投縣,2
2007,34,1-3,彰化縣,21
2007,34,1-3,澎湖縣,8
2007,34,1-3,宜蘭縣,1
2007,34,1-3,新北市,24
2007,34,1-3,新竹市,21
2007,34,1-3,新竹縣,7
2007,34,1-3,花蓮縣,1
2007,34,1-3,苗栗縣,4
2007,34,1-3,高雄市,33
2007,34,1-3,台北市,44
2007,34,1-3,台中市,29
2007,34,1-3,台南市,21
2007,34,1-3,台東縣,1
2007,34,1-3,雲林縣,12
2007,34,1-3,基隆市,7
2007,34,16+,嘉義市,1
2007,34,16+,苗栗縣,21
2007,34,16+,台中市,1
2007,34,16+,基隆市,1
2007,34,4-6,嘉義市,3
2007,34,4-6,嘉義縣,3
2007,34,4-6,桃園市,8
2007,34,4-6,屏東縣,2
2007,34,4-6,南投縣,2
2007,34,4-6,彰化縣,3
2007,34,4-6,宜蘭縣,1
2007,34,4-6,新北市,4
2007,34,4-6,新竹市,4
2007,34,4-6,新竹縣,1
2007,34,4-6,花蓮縣,2
2007,34,4-6,苗栗縣,5
2007,34,4-6,高雄市,15
2007,34,4-6,台北市,10
2007,34,4-6,台中市,9
2007,34,4-6,台南市,7
2007,34,4-6,基隆市,1
2007,34,7-15,桃園市,2
2007,34,7-15,彰化縣,1
2007,34,7-15,澎湖縣,1
2007,34,7-15,宜蘭縣,1
2007,34,7-15,新北市,1
2007,34,7-15,新竹市,1
2007,34,7-15,苗栗縣,1
2007,34,7-15,台北市,1
2007,34,7-15,台中市,1
2007,34,7-15,台南市,2
2007,34,7-15,基隆市,2
2007,35,0,嘉義市,1
2007,35,0,嘉義縣,2
2007,35,0,桃園市,11
2007,35,0,屏東縣,3
2007,35,0,彰化縣,4
2007,35,0,澎湖縣,1
2007,35,0,宜蘭縣,1
2007,35,0,新北市,5
2007,35,0,新竹市,2
2007,35,0,花蓮縣,1
2007,35,0,苗栗縣,1
2007,35,0,高雄市,6
2007,35,0,台北市,9
2007,35,0,台中市,4
2007,35,0,台南市,8
2007,35,0,台東縣,1
2007,35,0,雲林縣,1
2007,35,1-3,嘉義市,11
2007,35,1-3,嘉義縣,6
2007,35,1-3,桃園市,45
2007,35,1-3,屏東縣,7
2007,35,1-3,南投縣,11
2007,35,1-3,彰化縣,11
2007,35,1-3,澎湖縣,11
2007,35,1-3,宜蘭縣,5
2007,35,1-3,新北市,14
2007,35,1-3,新竹市,21
2007,35,1-3,新竹縣,7
2007,35,1-3,花蓮縣,3
2007,35,1-3,苗栗縣,4
2007,35,1-3,高雄市,35
2007,35,1-3,台北市,46
2007,35,1-3,台中市,24
2007,35,1-3,台南市,33
2007,35,1-3,台東縣,1
2007,35,1-3,雲林縣,7
2007,35,1-3,基隆市,6
2007,35,16+,桃園市,1
2007,35,16+,宜蘭縣,1
2007,35,16+,苗栗縣,3
2007,35,16+,雲林縣,2
2007,35,4-6,嘉義市,2
2007,35,4-6,桃園市,5
2007,35,4-6,屏東縣,1
2007,35,4-6,南投縣,3
2007,35,4-6,彰化縣,1
2007,35,4-6,澎湖縣,2
2007,35,4-6,宜蘭縣,2
2007,35,4-6,新北市,3
2007,35,4-6,新竹市,5
2007,35,4-6,花蓮縣,2
2007,35,4-6,苗栗縣,2
2007,35,4-6,高雄市,8
2007,35,4-6,台北市,11
2007,35,4-6,台中市,7
2007,35,4-6,台南市,4
2007,35,4-6,雲林縣,4
2007,35,4-6,基隆市,3
2007,35,7-15,嘉義市,3
2007,35,7-15,桃園市,2
2007,35,7-15,彰化縣,1
2007,35,7-15,澎湖縣,1
2007,35,7-15,新北市,5
2007,35,7-15,花蓮縣,1
2007,35,7-15,苗栗縣,1
2007,35,7-15,高雄市,2
2007,35,7-15,台北市,2
2007,35,7-15,台南市,5
2007,36,0,嘉義市,2
2007,36,0,嘉義縣,1
2007,36,0,桃園市,8
2007,36,0,南投縣,5
2007,36,0,彰化縣,2
2007,36,0,宜蘭縣,1
2007,36,0,新北市,4
2007,36,0,新竹市,7
2007,36,0,新竹縣,2
2007,36,0,苗栗縣,1
2007,36,0,高雄市,10
2007,36,0,台北市,8
2007,36,0,台中市,5
2007,36,0,台南市,3
2007,36,0,雲林縣,1
2007,36,0,基隆市,2
2007,36,1-3,嘉義市,8
2007,36,1-3,嘉義縣,8
2007,36,1-3,桃園市,52
2007,36,1-3,屏東縣,12
2007,36,1-3,南投縣,8
2007,36,1-3,彰化縣,9
2007,36,1-3,澎湖縣,3
2007,36,1-3,宜蘭縣,5
2007,36,1-3,新北市,21
2007,36,1-3,新竹市,13
2007,36,1-3,新竹縣,3
2007,36,1-3,花蓮縣,4
2007,36,1-3,苗栗縣,3
2007,36,1-3,高雄市,28
2007,36,1-3,台北市,27
2007,36,1-3,台中市,30
2007,36,1-3,台南市,22
2007,36,1-3,台東縣,2
2007,36,1-3,雲林縣,10
2007,36,1-3,基隆市,5
2007,36,16+,桃園市,1
2007,36,4-6,桃園市,9
2007,36,4-6,南投縣,2
2007,36,4-6,彰化縣,3
2007,36,4-6,新北市,10
2007,36,4-6,新竹市,6
2007,36,4-6,新竹縣,1
2007,36,4-6,苗栗縣,1
2007,36,4-6,高雄市,8
2007,36,4-6,台北市,15
2007,36,4-6,台中市,8
2007,36,4-6,台南市,7
2007,36,4-6,雲林縣,4
2007,36,4-6,基隆市,1
2007,36,7-15,桃園市,1
2007,36,7-15,南投縣,1
2007,36,7-15,新北市,2
2007,36,7-15,新竹市,3
2007,36,7-15,苗栗縣,1
2007,36,7-15,高雄市,4
2007,36,7-15,台北市,1
2007,36,7-15,台中市,2
2007,36,7-15,台南市,1
2007,36,7-15,雲林縣,1
2007,37,0,嘉義市,2
2007,37,0,嘉義縣,1
2007,37,0,桃園市,5
2007,37,0,彰化縣,9
2007,37,0,宜蘭縣,3
2007,37,0,新北市,6
2007,37,0,新竹市,3
2007,37,0,苗栗縣,2
2007,37,0,高雄市,9
2007,37,0,台北市,5
2007,37,0,台中市,5
2007,37,0,台南市,9
2007,37,0,雲林縣,1
2007,37,0,基隆市,1
2007,37,1-3,嘉義市,7
2007,37,1-3,嘉義縣,4
2007,37,1-3,桃園市,29
2007,37,1-3,屏東縣,4
2007,37,1-3,南投縣,6
2007,37,1-3,彰化縣,12
2007,37,1-3,澎湖縣,4
2007,37,1-3,宜蘭縣,4
2007,37,1-3,新北市,30
2007,37,1-3,新竹市,18
2007,37,1-3,新竹縣,5
2007,37,1-3,花蓮縣,3
2007,37,1-3,苗栗縣,5
2007,37,1-3,高雄市,27
2007,37,1-3,台北市,35
2007,37,1-3,台中市,33
2007,37,1-3,台南市,27
2007,37,1-3,台東縣,2
2007,37,1-3,雲林縣,12
2007,37,1-3,基隆市,2
2007,37,16+,嘉義市,1
2007,37,16+,桃園市,1
2007,37,4-6,嘉義市,3
2007,37,4-6,嘉義縣,2
2007,37,4-6,桃園市,4
2007,37,4-6,彰化縣,2
2007,37,4-6,澎湖縣,1
2007,37,4-6,新北市,4
2007,37,4-6,新竹市,2
2007,37,4-6,新竹縣,1
2007,37,4-6,苗栗縣,2
2007,37,4-6,高雄市,5
2007,37,4-6,台北市,9
2007,37,4-6,台中市,3
2007,37,4-6,台南市,9
2007,37,4-6,台東縣,1
2007,37,4-6,雲林縣,7
2007,37,4-6,基隆市,1
2007,37,7-15,桃園市,4
2007,37,7-15,新北市,1
2007,37,7-15,高雄市,2
2007,37,7-15,台北市,2
2007,37,7-15,台中市,2
2007,37,7-15,台南市,1
2007,37,7-15,雲林縣,1
2007,38,0,嘉義市,1
2007,38,0,桃園市,6
2007,38,0,南投縣,2
2007,38,0,彰化縣,2
2007,38,0,宜蘭縣,1
2007,38,0,新竹縣,1
2007,38,0,花蓮縣,2
2007,38,0,苗栗縣,1
2007,38,0,高雄市,6
2007,38,0,台北市,7
2007,38,0,台中市,6
2007,38,0,台南市,4
2007,38,1-3,嘉義市,6
2007,38,1-3,嘉義縣,6
2007,38,1-3,桃園市,16
2007,38,1-3,屏東縣,5
2007,38,1-3,南投縣,10
2007,38,1-3,彰化縣,6
2007,38,1-3,澎湖縣,3
2007,38,1-3,新北市,27
2007,38,1-3,新竹市,16
2007,38,1-3,新竹縣,4
2007,38,1-3,花蓮縣,4
2007,38,1-3,苗栗縣,2
2007,38,1-3,高雄市,39
2007,38,1-3,台北市,24
2007,38,1-3,台中市,21
2007,38,1-3,台南市,17
2007,38,1-3,雲林縣,14
2007,38,1-3,基隆市,6
2007,38,16+,苗栗縣,2
2007,38,16+,台北市,2
2007,38,4-6,嘉義市,4
2007,38,4-6,嘉義縣,4
2007,38,4-6,桃園市,9
2007,38,4-6,屏東縣,1
2007,38,4-6,南投縣,2
2007,38,4-6,彰化縣,3
2007,38,4-6,澎湖縣,4
2007,38,4-6,宜蘭縣,1
2007,38,4-6,新北市,2
2007,38,4-6,新竹市,4
2007,38,4-6,花蓮縣,1
2007,38,4-6,高雄市,9
2007,38,4-6,台北市,12
2007,38,4-6,台中市,9
2007,38,4-6,台南市,11
2007,38,4-6,雲林縣,1
2007,38,4-6,基隆市,1
2007,38,7-15,嘉義縣,1
2007,38,7-15,宜蘭縣,1
2007,38,7-15,新北市,2
2007,38,7-15,新竹市,1
2007,38,7-15,新竹縣,1
2007,38,7-15,苗栗縣,1
2007,38,7-15,高雄市,2
2007,38,7-15,台北市,2
2007,38,7-15,台中市,2
2007,38,7-15,台南市,4
2007,38,7-15,雲林縣,1
2007,38,7-15,基隆市,2
2007,39,0,嘉義市,2
2007,39,0,嘉義縣,1
2007,39,0,桃園市,11
2007,39,0,屏東縣,1
2007,39,0,彰化縣,2
2007,39,0,澎湖縣,1
2007,39,0,宜蘭縣,1
2007,39,0,新北市,6
2007,39,0,新竹市,2
2007,39,0,苗栗縣,1
2007,39,0,高雄市,5
2007,39,0,台北市,9
2007,39,0,台中市,7
2007,39,0,台南市,5
2007,39,0,雲林縣,3
2007,39,1-3,嘉義市,3
2007,39,1-3,嘉義縣,7
2007,39,1-3,桃園市,23
2007,39,1-3,屏東縣,4
2007,39,1-3,南投縣,6
2007,39,1-3,彰化縣,17
2007,39,1-3,澎湖縣,5
2007,39,1-3,宜蘭縣,7
2007,39,1-3,新北市,20
2007,39,1-3,新竹市,24
2007,39,1-3,新竹縣,3
2007,39,1-3,花蓮縣,8
2007,39,1-3,苗栗縣,6
2007,39,1-3,高雄市,27
2007,39,1-3,台北市,40
2007,39,1-3,台中市,37
2007,39,1-3,台南市,31
2007,39,1-3,台東縣,3
2007,39,1-3,雲林縣,17
2007,39,1-3,基隆市,8
2007,39,16+,新北市,1
2007,39,16+,台北市,2
2007,39,16+,台南市,1
2007,39,4-6,嘉義市,1
2007,39,4-6,嘉義縣,1
2007,39,4-6,桃園市,5
2007,39,4-6,南投縣,2
2007,39,4-6,彰化縣,6
2007,39,4-6,澎湖縣,1
2007,39,4-6,宜蘭縣,1
2007,39,4-6,新北市,8
2007,39,4-6,新竹市,3
2007,39,4-6,新竹縣,2
2007,39,4-6,花蓮縣,2
2007,39,4-6,苗栗縣,3
2007,39,4-6,高雄市,7
2007,39,4-6,台北市,13
2007,39,4-6,台中市,17
2007,39,4-6,台南市,12
2007,39,4-6,台東縣,1
2007,39,4-6,基隆市,4
2007,39,7-15,嘉義市,2
2007,39,7-15,嘉義縣,1
2007,39,7-15,宜蘭縣,1
2007,39,7-15,新北市,4
