年,週,就診類別,年齡別,縣市,腹瀉健保就診人次,健保就診總人次,縣市別代碼
2025,22,住院,13~15,台南市,0,8,67000
2025,22,住院,13~15,桃園市,2,48,68000
2025,22,住院,16~18,金門縣,0,1,09020
2025,22,住院,16~18,宜蘭縣,0,5,10002
2025,22,住院,16~18,新竹縣,0,5,10004
2025,22,住院,16~18,苗栗縣,0,13,10005
2025,22,住院,16~18,彰化縣,0,21,10007
2025,22,住院,16~18,南投縣,0,8,10008
2025,22,住院,16~18,雲林縣,1,2,10009
2025,22,住院,16~18,嘉義縣,0,3,10010
2025,22,住院,16~18,屏東縣,0,3,10013
2025,22,住院,16~18,台東縣,0,3,10014
2025,22,住院,16~18,花蓮縣,0,3,10015
2025,22,住院,16~18,澎湖縣,0,1,10016
2025,22,住院,16~18,基隆市,1,3,10017
2025,22,住院,16~18,新竹市,0,11,10018
2025,22,住院,16~18,嘉義市,0,1,10020
2025,22,住院,16~18,台北市,1,54,63000
2025,22,住院,16~18,高雄市,0,39,64000
2025,22,住院,16~18,新北市,3,42,65000
2025,22,住院,16~18,台中市,3,65,66000
2025,22,住院,16~18,台南市,0,13,67000
2025,22,住院,16~18,桃園市,1,56,68000
2025,22,住院,19~24,金門縣,0,3,09020
2025,22,住院,19~24,宜蘭縣,0,13,10002
2025,22,住院,19~24,新竹縣,0,10,10004
2025,22,住院,19~24,苗栗縣,0,19,10005
2025,22,住院,19~24,彰化縣,5,70,10007
2025,22,住院,19~24,南投縣,0,13,10008
2025,22,住院,19~24,雲林縣,0,21,10009
2025,22,住院,19~24,嘉義縣,0,15,10010
2025,22,住院,19~24,屏東縣,0,17,10013
2025,22,住院,19~24,台東縣,0,8,10014
2025,22,住院,19~24,花蓮縣,0,17,10015
2025,22,住院,19~24,澎湖縣,0,3,10016
2025,22,住院,19~24,基隆市,0,9,10017
2025,22,住院,19~24,新竹市,0,24,10018
2025,22,住院,19~24,嘉義市,0,11,10020
2025,22,住院,19~24,台北市,1,117,63000
2025,22,住院,19~24,高雄市,1,103,64000
2025,22,住院,19~24,新北市,1,83,65000
2025,22,住院,19~24,台中市,2,135,66000
2025,22,住院,19~24,台南市,0,40,67000
2025,22,住院,19~24,桃園市,5,128,68000
2025,22,住院,25~64,金門縣,0,26,09020
2025,22,住院,25~64,宜蘭縣,2,294,10002
2025,22,住院,25~64,新竹縣,2,480,10004
2025,22,住院,25~64,苗栗縣,5,228,10005
2025,22,住院,25~64,彰化縣,17,1143,10007
2025,22,住院,25~64,南投縣,5,214,10008
2025,22,住院,25~64,雲林縣,2,326,10009
2025,22,住院,25~64,嘉義縣,4,523,10010
2025,22,住院,25~64,屏東縣,3,331,10013
2025,22,住院,25~64,台東縣,0,229,10014
2025,22,住院,25~64,花蓮縣,0,338,10015
2025,22,住院,25~64,澎湖縣,2,32,10016
2025,22,住院,25~64,基隆市,1,261,10017
2025,22,住院,25~64,新竹市,2,503,10018
2025,22,住院,25~64,嘉義市,0,322,10020
2025,22,住院,25~64,台北市,28,4656,63000
2025,22,住院,25~64,高雄市,14,3259,64000
2025,22,住院,25~64,新北市,25,3132,65000
2025,22,住院,25~64,台中市,21,4021,66000
2025,22,住院,25~64,台南市,2,1397,67000
2025,22,住院,25~64,桃園市,20,2732,68000
2025,22,住院,3~6,金門縣,0,2,09020
2025,22,住院,3~6,宜蘭縣,1,7,10002
2025,22,住院,3~6,新竹縣,1,11,10004
2025,22,住院,3~6,苗栗縣,1,13,10005
2025,22,住院,3~6,彰化縣,3,62,10007
2025,22,住院,3~6,南投縣,0,17,10008
2025,22,住院,3~6,雲林縣,0,5,10009
2025,22,住院,3~6,嘉義縣,0,20,10010
2025,22,住院,3~6,屏東縣,2,29,10013
2025,22,住院,3~6,台東縣,1,9,10014
2025,22,住院,3~6,花蓮縣,3,19,10015
2025,22,住院,3~6,基隆市,1,5,10017
2025,22,住院,3~6,新竹市,3,38,10018
2025,22,住院,3~6,嘉義市,0,1,10020
2025,22,住院,3~6,台北市,10,112,63000
2025,22,住院,3~6,高雄市,3,92,64000
2025,22,住院,3~6,新北市,19,117,65000
2025,22,住院,3~6,台中市,6,98,66000
2025,22,住院,3~6,台南市,0,20,67000
2025,22,住院,3~6,桃園市,11,100,68000
2025,22,住院,65+,金門縣,1,44,09020
2025,22,住院,65+,宜蘭縣,0,247,10002
2025,22,住院,65+,新竹縣,4,226,10004
2025,22,住院,65+,苗栗縣,3,275,10005
2025,22,住院,65+,彰化縣,17,1199,10007
2025,22,住院,65+,南投縣,6,288,10008
2025,22,住院,65+,雲林縣,4,360,10009
2025,22,住院,65+,嘉義縣,3,539,10010
2025,22,住院,65+,屏東縣,4,335,10013
2025,22,住院,65+,台東縣,2,232,10014
2025,22,住院,65+,花蓮縣,1,376,10015
2025,22,住院,65+,澎湖縣,0,13,10016
2025,22,住院,65+,基隆市,1,309,10017
2025,22,住院,65+,新竹市,8,421,10018
2025,22,住院,65+,嘉義市,0,254,10020
2025,22,住院,65+,台北市,31,3778,63000
2025,22,住院,65+,高雄市,16,2502,64000
2025,22,住院,65+,新北市,30,2800,65000
2025,22,住院,65+,台中市,16,2575,66000
2025,22,住院,65+,台南市,4,1226,67000
2025,22,住院,65+,桃園市,15,1794,68000
2025,22,住院,7~12,金門縣,0,1,09020
2025,22,住院,7~12,宜蘭縣,0,6,10002
2025,22,住院,7~12,新竹縣,0,9,10004
2025,22,住院,7~12,苗栗縣,3,13,10005
2025,22,住院,7~12,彰化縣,2,72,10007
2025,22,住院,7~12,南投縣,0,18,10008
2025,22,住院,7~12,雲林縣,1,7,10009
2025,22,住院,7~12,嘉義縣,2,24,10010
2025,22,住院,7~12,屏東縣,2,38,10013
2025,22,住院,7~12,台東縣,1,5,10014
2025,22,住院,7~12,花蓮縣,0,11,10015
2025,22,住院,7~12,澎湖縣,0,2,10016
2025,22,住院,7~12,基隆市,0,7,10017
2025,22,住院,7~12,新竹市,3,20,10018
2025,22,住院,7~12,嘉義市,0,4,10020
2025,22,住院,7~12,台北市,8,137,63000
2025,22,住院,7~12,高雄市,6,103,64000
2025,22,住院,7~12,新北市,5,116,65000
2025,22,住院,7~12,台中市,7,136,66000
2025,22,住院,7~12,台南市,3,29,67000
2025,22,住院,7~12,桃園市,12,106,68000
2025,22,門診,0~2,連江縣,1,30,09007
2025,22,門診,0~2,金門縣,9,302,09020
2025,22,門診,0~2,宜蘭縣,125,2290,10002
2025,22,門診,0~2,新竹縣,118,3435,10004
2025,22,門診,0~2,苗栗縣,118,2298,10005
2025,22,門診,0~2,彰化縣,278,6702,10007
2025,22,門診,0~2,南投縣,100,2123,10008
2025,22,門診,0~2,雲林縣,148,3132,10009
2025,22,門診,0~2,嘉義縣,65,1281,10010
2025,22,門診,0~2,屏東縣,214,3300,10013
2025,22,門診,0~2,台東縣,21,659,10014
2025,22,門診,0~2,花蓮縣,54,1152,10015
2025,22,門診,0~2,澎湖縣,23,374,10016
2025,22,門診,0~2,基隆市,97,1348,10017
2025,22,門診,0~2,新竹市,148,3386,10018
2025,22,門診,0~2,嘉義市,109,1524,10020
2025,22,門診,0~2,台北市,374,10154,63000
2025,22,門診,0~2,高雄市,607,12391,64000
2025,22,門診,0~2,新北市,1080,18469,65000
2025,22,門診,0~2,台中市,880,17490,66000
2025,22,門診,0~2,台南市,471,8806,67000
2025,22,門診,0~2,桃園市,710,13543,68000
2025,22,門診,13~15,連江縣,3,21,09007
2025,22,門診,13~15,金門縣,10,469,09020
2025,22,門診,13~15,宜蘭縣,63,1721,10002
2025,22,門診,13~15,新竹縣,90,2871,10004
2025,22,門診,13~15,苗栗縣,75,2364,10005
2025,22,門診,13~15,彰化縣,171,6535,10007
2025,22,門診,13~15,南投縣,68,2320,10008
2025,22,門診,13~15,雲林縣,94,3225,10009
2025,22,門診,13~15,嘉義縣,46,1569,10010
2025,22,門診,13~15,屏東縣,114,3192,10013
2025,22,門診,13~15,台東縣,17,682,10014
2025,22,門診,13~15,花蓮縣,25,1306,10015
2025,22,門診,13~15,澎湖縣,9,423,10016
2025,22,門診,13~15,基隆市,46,1245,10017
2025,22,門診,13~15,新竹市,113,2880,10018
2025,22,門診,13~15,嘉義市,82,1863,10020
2025,22,門診,13~15,台北市,318,9747,63000
2025,22,門診,13~15,高雄市,476,13036,64000
2025,22,門診,13~15,新北市,803,18361,65000
2025,22,門診,13~15,台中市,530,15524,66000
2025,22,門診,13~15,台南市,299,8530,67000
2025,22,門診,13~15,桃園市,383,11279,68000
2025,22,門診,16~18,連江縣,0,25,09007
2025,22,門診,16~18,金門縣,13,395,09020
2025,22,門診,16~18,宜蘭縣,53,1682,10002
2025,22,門診,16~18,新竹縣,91,2461,10004
2025,22,門診,16~18,苗栗縣,70,2246,10005
2025,22,門診,16~18,彰化縣,147,5802,10007
2025,22,門診,16~18,南投縣,37,1629,10008
2025,22,門診,16~18,雲林縣,67,3025,10009
2025,22,門診,16~18,嘉義縣,48,1426,10010
2025,22,門診,16~18,屏東縣,74,2484,10013
2025,22,門診,16~18,台東縣,8,503,10014
2025,22,門診,16~18,花蓮縣,37,1123,10015
2025,22,門診,16~18,澎湖縣,9,365,10016
2025,22,門診,16~18,基隆市,54,1234,10017
2025,22,門診,16~18,新竹市,88,2488,10018
2025,22,門診,16~18,嘉義市,61,1837,10020
2025,22,門診,16~18,台北市,288,8670,63000
2025,22,門診,16~18,高雄市,400,11442,64000
2025,22,門診,16~18,新北市,759,16136,65000
2025,22,門診,16~18,台中市,467,14361,66000
2025,22,門診,16~18,台南市,246,7583,67000
2025,22,門診,16~18,桃園市,391,10284,68000
2025,22,門診,19~24,連江縣,1,31,09007
2025,22,門診,19~24,金門縣,17,750,09020
2025,22,門診,19~24,宜蘭縣,83,2511,10002
2025,22,門診,19~24,新竹縣,125,3415,10004
2025,22,門診,19~24,苗栗縣,88,2980,10005
2025,22,門診,19~24,彰化縣,225,7957,10007
2025,22,門診,19~24,南投縣,55,2591,10008
2025,22,門診,19~24,雲林縣,154,4685,10009
2025,22,門診,19~24,嘉義縣,97,2957,10010
2025,22,門診,19~24,屏東縣,125,4677,10013
2025,22,門診,19~24,台東縣,22,1065,10014
2025,22,門診,19~24,花蓮縣,47,2087,10015
2025,22,門診,19~24,澎湖縣,16,809,10016
2025,22,門診,19~24,基隆市,48,2111,10017
2025,22,門診,19~24,新竹市,128,4213,10018
2025,22,門診,19~24,嘉義市,103,2906,10020
2025,22,門診,19~24,台北市,548,20714,63000
2025,22,門診,19~24,高雄市,750,23360,64000
2025,22,門診,19~24,新北市,1176,29254,65000
2025,22,門診,19~24,台中市,895,30678,66000
2025,22,門診,19~24,台南市,496,14361,67000
2025,22,門診,19~24,桃園市,658,17444,68000
2025,22,門診,25~64,連江縣,14,664,09007
2025,22,門診,25~64,金門縣,117,8138,09020
2025,22,門診,25~64,宜蘭縣,719,43581,10002
2025,22,門診,25~64,新竹縣,1323,60160,10004
2025,22,門診,25~64,苗栗縣,792,50081,10005
2025,22,門診,25~64,彰化縣,2096,133851,10007
2025,22,門診,25~64,南投縣,682,44660,10008
2025,22,門診,25~64,雲林縣,1170,66519,10009
2025,22,門診,25~64,嘉義縣,667,45303,10010
2025,22,門診,25~64,屏東縣,1326,75589,10013
2025,22,門診,25~64,台東縣,189,17246,10014
2025,22,門診,25~64,花蓮縣,424,31281,10015
2025,22,門診,25~64,澎湖縣,160,12715,10016
2025,22,門診,25~64,基隆市,726,42144,10017
2025,22,門診,25~64,新竹市,1430,62400,10018
2025,22,門診,25~64,嘉義市,1025,44917,10020
2025,22,門診,25~64,台北市,5426,323613,63000
2025,22,門診,25~64,高雄市,7203,371918,64000
2025,22,門診,25~64,新北市,12523,446355,65000
2025,22,門診,25~64,台中市,7736,395827,66000
2025,22,門診,25~64,台南市,4392,230440,67000
2025,22,門診,25~64,桃園市,6281,278396,68000
2025,22,門診,3~6,連江縣,1,43,09007
2025,22,門診,3~6,金門縣,14,680,09020
2025,22,門診,3~6,宜蘭縣,185,4820,10002
2025,22,門診,3~6,新竹縣,175,6611,10004
2025,22,門診,3~6,苗栗縣,191,5324,10005
2025,22,門診,3~6,彰化縣,316,13552,10007
2025,22,門診,3~6,南投縣,143,4478,10008
2025,22,門診,3~6,雲林縣,223,6932,10009
2025,22,門診,3~6,嘉義縣,82,2950,10010
2025,22,門診,3~6,屏東縣,192,6352,10013
2025,22,門診,3~6,台東縣,30,1339,10014
2025,22,門診,3~6,花蓮縣,73,2552,10015
2025,22,門診,3~6,澎湖縣,20,876,10016
2025,22,門診,3~6,基隆市,93,2851,10017
2025,22,門診,3~6,新竹市,292,6822,10018
2025,22,門診,3~6,嘉義市,155,3343,10020
2025,22,門診,3~6,台北市,482,18715,63000
2025,22,門診,3~6,高雄市,881,26726,64000
2025,22,門診,3~6,新北市,1536,40933,65000
2025,22,門診,3~6,台中市,1278,35602,66000
2025,22,門診,3~6,台南市,606,18425,67000
2025,22,門診,3~6,桃園市,888,27519,68000
2025,22,門診,65+,連江縣,8,329,09007
2025,22,門診,65+,金門縣,56,5028,09020
2025,22,門診,65+,宜蘭縣,320,32246,10002
2025,22,門診,65+,新竹縣,294,23868,10004
2025,22,門診,65+,苗栗縣,349,32661,10005
2025,22,門診,65+,彰化縣,945,83663,10007
2025,22,門診,65+,南投縣,332,34311,10008
2025,22,門診,65+,雲林縣,530,45544,10009
2025,22,門診,65+,嘉義縣,438,39442,10010
2025,22,門診,65+,屏東縣,726,58721,10013
2025,22,門診,65+,台東縣,117,13422,10014
2025,22,門診,65+,花蓮縣,183,23463,10015
2025,22,門診,65+,澎湖縣,65,9465,10016
2025,22,門診,65+,基隆市,305,31882,10017
2025,22,門診,65+,新竹市,287,24050,10018
2025,22,門診,65+,嘉義市,371,27212,10020
2025,22,門診,65+,台北市,2037,225343,63000
2025,22,門診,65+,高雄市,2710,237616,64000
2025,22,門診,65+,新北市,4078,235946,65000
2025,22,門診,65+,台中市,2297,200914,66000
2025,22,門診,65+,台南市,1477,136451,67000
2025,22,門診,65+,桃園市,1611,131702,68000
2025,22,門診,7~12,連江縣,3,52,09007
2025,22,門診,7~12,金門縣,22,970,09020
2025,22,門診,7~12,宜蘭縣,204,4780,10002
2025,22,門診,7~12,新竹縣,214,7868,10004
2025,22,門診,7~12,苗栗縣,232,5762,10005
2025,22,門診,7~12,彰化縣,419,15923,10007
2025,22,門診,7~12,南投縣,161,5214,10008
2025,22,門診,7~12,雲林縣,232,7511,10009
2025,22,門診,7~12,嘉義縣,135,3706,10010
2025,22,門診,7~12,屏東縣,248,7847,10013
2025,22,門診,7~12,台東縣,63,1660,10014
2025,22,門診,7~12,花蓮縣,73,2934,10015
2025,22,門診,7~12,澎湖縣,28,1080,10016
2025,22,門診,7~12,基隆市,94,3370,10017
2025,22,門診,7~12,新竹市,340,8111,10018
2025,22,門診,7~12,嘉義市,215,4194,10020
2025,22,門診,7~12,台北市,697,24299,63000
2025,22,門診,7~12,高雄市,1141,32916,64000
2025,22,門診,7~12,新北市,1999,47634,65000
2025,22,門診,7~12,台中市,1408,41008,66000
2025,22,門診,7~12,台南市,860,21854,67000
2025,22,門診,7~12,桃園市,1130,30003,68000
2025,23,住院,0~2,金門縣,0,1,09020
2025,23,住院,0~2,宜蘭縣,0,11,10002
2025,23,住院,0~2,新竹縣,0,11,10004
2025,23,住院,0~2,苗栗縣,3,9,10005
2025,23,住院,0~2,彰化縣,9,96,10007
2025,23,住院,0~2,南投縣,1,17,10008
2025,23,住院,0~2,雲林縣,0,10,10009
2025,23,住院,0~2,嘉義縣,3,29,10010
2025,23,住院,0~2,屏東縣,6,40,10013
2025,23,住院,0~2,台東縣,2,15,10014
2025,23,住院,0~2,花蓮縣,1,35,10015
2025,23,住院,0~2,基隆市,0,4,10017
2025,23,住院,0~2,新竹市,9,52,10018
2025,23,住院,0~2,嘉義市,1,9,10020
2025,23,住院,0~2,台北市,11,168,63000
2025,23,住院,0~2,高雄市,4,122,64000
2025,23,住院,0~2,新北市,19,134,65000
2025,23,住院,0~2,台中市,13,136,66000
2025,23,住院,0~2,台南市,1,34,67000
2025,23,住院,0~2,桃園市,8,166,68000
2025,23,住院,13~15,宜蘭縣,0,3,10002
2025,23,住院,13~15,新竹縣,1,4,10004
2025,23,住院,13~15,苗栗縣,0,2,10005
2025,23,住院,13~15,彰化縣,2,30,10007
2025,23,住院,13~15,南投縣,0,3,10008
2025,23,住院,13~15,雲林縣,0,4,10009
2025,23,住院,13~15,嘉義縣,2,6,10010
2025,23,住院,13~15,屏東縣,0,5,10013
2025,23,住院,13~15,台東縣,0,4,10014
2025,23,住院,13~15,花蓮縣,0,7,10015
2025,23,住院,13~15,基隆市,0,2,10017
2025,23,住院,13~15,新竹市,0,10,10018
2025,23,住院,13~15,嘉義市,0,1,10020
2025,23,住院,13~15,台北市,0,61,63000
2025,23,住院,13~15,高雄市,2,46,64000
2025,23,住院,13~15,新北市,2,33,65000
2025,23,住院,13~15,台中市,1,49,66000
2025,23,住院,13~15,台南市,0,9,67000
2025,23,住院,13~15,桃園市,4,48,68000
2025,23,住院,16~18,宜蘭縣,0,3,10002
2025,23,住院,16~18,新竹縣,0,3,10004
2025,23,住院,16~18,苗栗縣,0,6,10005
2025,23,住院,16~18,彰化縣,2,20,10007
2025,23,住院,16~18,南投縣,0,3,10008
2025,23,住院,16~18,雲林縣,0,4,10009
2025,23,住院,16~18,嘉義縣,0,7,10010
2025,23,住院,16~18,屏東縣,0,3,10013
2025,23,住院,16~18,台東縣,0,1,10014
2025,23,住院,16~18,花蓮縣,0,9,10015
2025,23,住院,16~18,基隆市,1,1,10017
2025,23,住院,16~18,新竹市,0,9,10018
2025,23,住院,16~18,嘉義市,1,5,10020
2025,23,住院,16~18,台北市,6,65,63000
2025,23,住院,16~18,高雄市,0,40,64000
2025,23,住院,16~18,新北市,1,19,65000
2025,23,住院,16~18,台中市,4,52,66000
2025,23,住院,16~18,台南市,0,15,67000
2025,23,住院,16~18,桃園市,4,45,68000
2025,23,住院,19~24,金門縣,0,1,09020
2025,23,住院,19~24,宜蘭縣,0,11,10002
2025,23,住院,19~24,新竹縣,0,20,10004
2025,23,住院,19~24,苗栗縣,0,8,10005
2025,23,住院,19~24,彰化縣,2,50,10007
2025,23,住院,19~24,南投縣,0,11,10008
2025,23,住院,19~24,雲林縣,0,11,10009
2025,23,住院,19~24,嘉義縣,0,16,10010
2025,23,住院,19~24,屏東縣,0,13,10013
2025,23,住院,19~24,台東縣,0,10,10014
2025,23,住院,19~24,花蓮縣,0,18,10015
2025,23,住院,19~24,基隆市,1,14,10017
2025,23,住院,19~24,新竹市,1,24,10018
2025,23,住院,19~24,嘉義市,0,15,10020
2025,23,住院,19~24,台北市,1,135,63000
2025,23,住院,19~24,高雄市,2,130,64000
2025,23,住院,19~24,新北市,1,93,65000
2025,23,住院,19~24,台中市,5,170,66000
2025,23,住院,19~24,台南市,0,31,67000
2025,23,住院,19~24,桃園市,3,118,68000
2025,23,住院,25~64,金門縣,0,45,09020
2025,23,住院,25~64,宜蘭縣,2,334,10002
2025,23,住院,25~64,新竹縣,2,532,10004
2025,23,住院,25~64,苗栗縣,1,207,10005
2025,23,住院,25~64,彰化縣,26,1342,10007
2025,23,住院,25~64,南投縣,0,212,10008
2025,23,住院,25~64,雲林縣,11,418,10009
2025,23,住院,25~64,嘉義縣,3,603,10010
2025,23,住院,25~64,屏東縣,4,412,10013
2025,23,住院,25~64,台東縣,5,236,10014
2025,23,住院,25~64,花蓮縣,2,399,10015
2025,23,住院,25~64,澎湖縣,0,34,10016
2025,23,住院,25~64,基隆市,1,367,10017
2025,23,住院,25~64,新竹市,10,563,10018
2025,23,住院,25~64,嘉義市,1,391,10020
2025,23,住院,25~64,台北市,32,5179,63000
2025,23,住院,25~64,高雄市,25,3445,64000
2025,23,住院,25~64,新北市,24,2807,65000
2025,23,住院,25~64,台中市,18,4261,66000
2025,23,住院,25~64,台南市,7,1663,67000
2025,23,住院,25~64,桃園市,14,3016,68000
2025,23,住院,3~6,金門縣,0,2,09020
2025,23,住院,3~6,宜蘭縣,3,18,10002
2025,23,住院,3~6,新竹縣,2,9,10004
2025,23,住院,3~6,苗栗縣,0,6,10005
2025,23,住院,3~6,彰化縣,6,65,10007
2025,23,住院,3~6,南投縣,1,28,10008
2025,23,住院,3~6,雲林縣,0,8,10009
2025,23,住院,3~6,嘉義縣,1,16,10010
2025,23,住院,3~6,屏東縣,2,39,10013
2025,23,住院,3~6,台東縣,1,9,10014
2025,23,住院,3~6,花蓮縣,2,18,10015
2025,23,住院,3~6,基隆市,1,8,10017
2025,23,住院,3~6,新竹市,3,33,10018
2025,23,住院,3~6,嘉義市,0,4,10020
2025,23,住院,3~6,台北市,6,115,63000
2025,23,住院,3~6,高雄市,5,93,64000
2025,23,住院,3~6,新北市,6,112,65000
2025,23,住院,3~6,台中市,9,112,66000
2025,23,住院,3~6,台南市,5,29,67000
2025,23,住院,3~6,桃園市,10,101,68000
2025,23,住院,65+,連江縣,0,2,09007
2025,23,住院,65+,金門縣,0,45,09020
2025,23,住院,65+,宜蘭縣,0,263,10002
2025,23,住院,65+,新竹縣,7,301,10004
2025,23,住院,65+,苗栗縣,4,302,10005
2025,23,住院,65+,彰化縣,14,1405,10007
2025,23,住院,65+,南投縣,3,355,10008
2025,23,住院,65+,雲林縣,9,412,10009
2025,23,住院,65+,嘉義縣,3,577,10010
2025,23,住院,65+,屏東縣,1,414,10013
2025,23,住院,65+,台東縣,6,221,10014
2025,23,住院,65+,花蓮縣,1,453,10015
2025,23,住院,65+,澎湖縣,0,9,10016
2025,23,住院,65+,基隆市,3,353,10017
2025,23,住院,65+,新竹市,7,476,10018
2025,23,住院,65+,嘉義市,0,313,10020
2025,23,住院,65+,台北市,27,4497,63000
2025,23,住院,65+,高雄市,18,2884,64000
2025,23,住院,65+,新北市,20,2755,65000
2025,23,住院,65+,台中市,13,2820,66000
2025,23,住院,65+,台南市,3,1437,67000
2025,23,住院,65+,桃園市,13,2081,68000
2025,23,住院,7~12,金門縣,0,2,09020
2025,23,住院,7~12,宜蘭縣,0,16,10002
2025,23,住院,7~12,新竹縣,0,9,10004
2025,23,住院,7~12,苗栗縣,1,15,10005
2025,23,住院,7~12,彰化縣,2,69,10007
2025,23,住院,7~12,南投縣,0,16,10008
2025,23,住院,7~12,雲林縣,0,10,10009
2025,23,住院,7~12,嘉義縣,0,17,10010
2025,23,住院,7~12,屏東縣,1,26,10013
2025,23,住院,7~12,台東縣,0,9,10014
2025,23,住院,7~12,花蓮縣,2,10,10015
2025,23,住院,7~12,基隆市,0,8,10017
2025,23,住院,7~12,新竹市,4,23,10018
2025,23,住院,7~12,嘉義市,0,3,10020
2025,23,住院,7~12,台北市,9,131,63000
2025,23,住院,7~12,高雄市,3,95,64000
2025,23,住院,7~12,新北市,15,90,65000
2025,23,住院,7~12,台中市,12,133,66000
2025,23,住院,7~12,台南市,1,27,67000
2025,23,住院,7~12,桃園市,6,108,68000
2025,23,門診,0~2,連江縣,0,33,09007
2025,23,門診,0~2,金門縣,11,345,09020
2025,23,門診,0~2,宜蘭縣,137,2236,10002
2025,23,門診,0~2,新竹縣,140,3862,10004
2025,23,門診,0~2,苗栗縣,151,2339,10005
2025,23,門診,0~2,彰化縣,302,7041,10007
2025,23,門診,0~2,南投縣,107,2104,10008
2025,23,門診,0~2,雲林縣,114,3082,10009
2025,23,門診,0~2,嘉義縣,69,1327,10010
2025,23,門診,0~2,屏東縣,207,3232,10013
2025,23,門診,0~2,台東縣,22,684,10014
2025,23,門診,0~2,花蓮縣,52,1312,10015
2025,23,門診,0~2,澎湖縣,27,394,10016
2025,23,門診,0~2,基隆市,83,1390,10017
2025,23,門診,0~2,新竹市,177,3659,10018
2025,23,門診,0~2,嘉義市,115,1572,10020
2025,23,門診,0~2,台北市,418,10853,63000
2025,23,門診,0~2,高雄市,684,12588,64000
2025,23,門診,0~2,新北市,1133,19334,65000
2025,23,門診,0~2,台中市,1109,18513,66000
2025,23,門診,0~2,台南市,524,9371,67000
2025,23,門診,0~2,桃園市,774,15050,68000
2025,23,門診,13~15,連江縣,3,28,09007
2025,23,門診,13~15,金門縣,11,454,09020
2025,23,門診,13~15,宜蘭縣,79,1789,10002
2025,23,門診,13~15,新竹縣,113,3105,10004
2025,23,門診,13~15,苗栗縣,74,2092,10005
2025,23,門診,13~15,彰化縣,208,6464,10007
2025,23,門診,13~15,南投縣,78,2164,10008
2025,23,門診,13~15,雲林縣,151,2982,10009
2025,23,門診,13~15,嘉義縣,63,1599,10010
2025,23,門診,13~15,屏東縣,115,3158,10013
2025,23,門診,13~15,台東縣,15,687,10014
2025,23,門診,13~15,花蓮縣,30,1233,10015
2025,23,門診,13~15,澎湖縣,9,456,10016
2025,23,門診,13~15,基隆市,40,1339,10017
2025,23,門診,13~15,新竹市,139,3073,10018
2025,23,門診,13~15,嘉義市,89,1863,10020
2025,23,門診,13~15,台北市,381,11577,63000
2025,23,門診,13~15,高雄市,478,12563,64000
2025,23,門診,13~15,新北市,946,19303,65000
2025,23,門診,13~15,台中市,562,15839,66000
2025,23,門診,13~15,台南市,302,8200,67000
2025,23,門診,13~15,桃園市,441,11728,68000
2025,23,門診,16~18,連江縣,4,27,09007
2025,23,門診,16~18,金門縣,10,370,09020
2025,23,門診,16~18,宜蘭縣,65,1624,10002
2025,23,門診,16~18,新竹縣,88,2727,10004
2025,23,門診,16~18,苗栗縣,65,1958,10005
2025,23,門診,16~18,彰化縣,192,5494,10007
2025,23,門診,16~18,南投縣,42,1689,10008
2025,23,門診,16~18,雲林縣,78,2617,10009
2025,23,門診,16~18,嘉義縣,47,1461,10010
2025,23,門診,16~18,屏東縣,86,2561,10013
2025,23,門診,16~18,台東縣,13,605,10014
2025,23,門診,16~18,花蓮縣,30,984,10015
2025,23,門診,16~18,澎湖縣,7,343,10016
2025,23,門診,16~18,基隆市,42,1289,10017
2025,23,門診,16~18,新竹市,84,2623,10018
2025,23,門診,16~18,嘉義市,81,1759,10020
2025,23,門診,16~18,台北市,319,9649,63000
2025,23,門診,16~18,高雄市,427,11198,64000
2025,23,門診,16~18,新北市,755,16211,65000
2025,23,門診,16~18,台中市,486,13603,66000
2025,23,門診,16~18,台南市,304,7401,67000
2025,23,門診,16~18,桃園市,378,10098,68000
2025,23,門診,19~24,連江縣,7,80,09007
2025,23,門診,19~24,金門縣,19,806,09020
2025,23,門診,19~24,宜蘭縣,76,2717,10002
2025,23,門診,19~24,新竹縣,138,3720,10004
2025,23,門診,19~24,苗栗縣,89,2762,10005
2025,23,門診,19~24,彰化縣,196,7681,10007
2025,23,門診,19~24,南投縣,65,2516,10008
2025,23,門診,19~24,雲林縣,132,4672,10009
2025,23,門診,19~24,嘉義縣,94,3101,10010
2025,23,門診,19~24,屏東縣,169,4888,10013
2025,23,門診,19~24,台東縣,23,1083,10014
2025,23,門診,19~24,花蓮縣,25,2105,10015
2025,23,門診,19~24,澎湖縣,15,780,10016
2025,23,門診,19~24,基隆市,66,2257,10017
2025,23,門診,19~24,新竹市,140,4332,10018
2025,23,門診,19~24,嘉義市,89,2859,10020
2025,23,門診,19~24,台北市,618,22908,63000
2025,23,門診,19~24,高雄市,793,23879,64000
2025,23,門診,19~24,新北市,1229,30401,65000
2025,23,門診,19~24,台中市,971,31652,66000
2025,23,門診,19~24,台南市,480,14574,67000
2025,23,門診,19~24,桃園市,623,18326,68000
2025,23,門診,25~64,連江縣,21,1043,09007
2025,23,門診,25~64,金門縣,150,9907,09020
2025,23,門診,25~64,宜蘭縣,755,51657,10002
2025,23,門診,25~64,新竹縣,1418,73031,10004
2025,23,門診,25~64,苗栗縣,912,53301,10005
2025,23,門診,25~64,彰化縣,2289,148807,10007
2025,23,門診,25~64,南投縣,691,49632,10008
